HR,COLOR,GLON,GLAT
1,ffffffff,114.44,-16.88
2,ffffffff,98.33,-61.14
3,ffffffff,93.75,-65.93
4,ffffffff,106.19,-47.98
5,ffffffff,117.03,-3.92
6,ffffffff,38.39,-66.38
7,ffffffff,118.06,1.75
8,ffffffff,111.26,-32.83
9,ffffffff,52.21,-79.14
10,ffffffff,74.36,-75.9
11,ffffffff,98.02,-63.29
12,ffffffff,55.56,-79.07
13,ffffffff,4.09,-78.67
14,ffffffff,98.34,-63.24
15,ffffffff,111.73,-32.84
16,ffffffff,91.79,-69.04
17,ffffffff,113.45,-25.45
18,ffffffff,74.69,-76.25
19,ffffffff,110.97,-36.42
20,ffffffff,120.98,17
21,ffffffff,117.52,-3.27
22,ffffffff,108.99,-43.51
23,ffffffff,43.75,-62.02
24,ffffffff,25.24,-80.63
25,ffffffff,35.66,-69.6
26,ffffffff,106.87,-50.43
27,ffffffff,115.52,-16.21
28,ffffffff,117.38,-5.26
29,ffffffff,96.99,-66.03
30,ffffffff,55.37,-34.77
31,ffffffff,87.69,-72.6
32,ffffffff,53.02,-43.58
33,ffffffff,82.24,-75.06
34,ffffffff,26.3,-81.13
35,ffffffff,12.84,-78.34
36,ffffffff,116.16,-14.2
37,ffffffff,76.32,-77.1
38,ffffffff,114.55,-24.55
39,ffffffff,109.43,-46.68
40,ffffffff,112.56,-35.12
41,ffffffff,115.27,-21.27
42,ffffffff,38.28,-81.49
43,ffffffff,36.52,-81.54
44,ffffffff,113.99,-29.02
45,ffffffff,111.3,-41.83
46,ffffffff,96.87,-68.76
47,ffffffff,56.09,-32.06
48,ffffffff,75.11,-78.23
49,ffffffff,111.92,-39.81
50,ffffffff,107.86,-52.98
51,ffffffff,95.06,-70.44
52,ffffffff,113.93,-30.7
53,ffffffff,113.1,-34.9
54,ffffffff,14.2,-78.99
55,ffffffff,120.89,14.22
56,ffffffff,116.23,-18.82
57,ffffffff,1.53,-81.18
58,ffffffff,54.21,-41.02
59,ffffffff,108.28,-53.64
60,ffffffff,118.83,-1.06
61,ffffffff,72.13,-79.47
62,ffffffff,117.01,-14.53
63,ffffffff,115.62,-23.7
64,ffffffff,54.93,-38.2
65,ffffffff,117.59,-11.09
66,ffffffff,77.21,-78.78
67,ffffffff,105.89,-60.07
68,ffffffff,115.59,-25.61
69,ffffffff,110,-50.83
70,ffffffff,116.7,-18.68
71,ffffffff,114.79,-30.84
72,ffffffff,99.29,-69.4
73,ffffffff,36.8,-72.58
74,ffffffff,98.98,-70.19
75,ffffffff,116.46,-21.74
76,ffffffff,117.63,-13.68
77,ffffffff,51.65,-51.9
78,ffffffff,115.13,-31.47
79,ffffffff,115.53,-29.52
80,ffffffff,109.91,-53.9
81,ffffffff,110.93,-51.18
82,ffffffff,116.37,-24.52
83,ffffffff,53.13,-47.27
84,ffffffff,15.52,-83.15
85,ffffffff,77.51,-80.2
86,ffffffff,112.19,-48.78
87,ffffffff,54.96,-39.58
88,ffffffff,97.34,-73.64
89,ffffffff,1.11,-82.7
90,ffffffff,117.07,-23.98
91,ffffffff,118.68,-10.63
92,ffffffff,0,
93,ffffffff,119.79,-0.88
94,ffffffff,107.27,-64.27
95,ffffffff,0,
96,ffffffff,118.92,-9.62
97,ffffffff,109.73,-60.26
98,ffffffff,55.19,-39.77
99,ffffffff,39.98,-73.98
100,ffffffff,41.58,-72.68
101,ffffffff,109.5,-62.27
102,ffffffff,47.84,-84.35
103,ffffffff,115.1,-44.62
104,ffffffff,118.57,-18.28
105,ffffffff,17.64,-82.23
106,ffffffff,114.89,-46.06
107,ffffffff,113.62,-52.26
108,ffffffff,83.87,-81.4
109,ffffffff,38.06,-76.35
110,ffffffff,117.94,-25.75
111,ffffffff,48.09,-66.2
112,ffffffff,121.74,14.2
113,ffffffff,120.29,-2.79
114,ffffffff,117.42,-32.89
115,ffffffff,99.58,-76.75
116,ffffffff,15.08,-83.15
117,ffffffff,109.57,-66.27
118,ffffffff,66.87,-84.19
119,ffffffff,41.03,-75.53
120,ffffffff,47.48,-68.52
121,ffffffff,120.94,3.73
122,ffffffff,118.16,-29.1
123,ffffffff,120.05,-8.24
124,ffffffff,119.91,-9.92
125,ffffffff,48.25,-67.98
126,ffffffff,53.22,-54.02
127,ffffffff,53.22,-54.01
128,ffffffff,119.29,-19.24
129,ffffffff,121.44,8.16
130,ffffffff,120.84,0.14
131,ffffffff,116.94,-42.36
132,ffffffff,114.55,-55.61
133,ffffffff,117.82,-35.1
134,ffffffff,117.96,-34.41
135,ffffffff,120.28,-7.88
136,ffffffff,53.46,-53.97
137,ffffffff,121.25,3.93
138,ffffffff,0.01,-85.4
139,ffffffff,54.99,-45.79
140,ffffffff,51.03,-64.55
141,ffffffff,116.77,-49.3
142,ffffffff,112.89,-66.15
143,ffffffff,114.12,-63.1
144,ffffffff,120.67,-8.64
145,ffffffff,117.11,-49.49
146,ffffffff,121.08,-2.49
147,ffffffff,49.73,-68.9
148,ffffffff,52.17,-62.16
149,ffffffff,118.81,-35.5
150,ffffffff,105.75,-77.33
151,ffffffff,83.1,-84.48
152,ffffffff,120.18,-18.31
153,ffffffff,120.78,-8.91
154,ffffffff,119.47,-29.05
155,ffffffff,117.7,-47.49
156,ffffffff,118.74,-38.74
157,ffffffff,119.7,-27.38
158,ffffffff,122.53,19.63
159,ffffffff,68.68,-86.03
160,ffffffff,54.54,-51.93
161,ffffffff,116.06,-59.55
162,ffffffff,52.59,-62.61
163,ffffffff,119.57,-33.47
164,ffffffff,120.88,-13.47
165,ffffffff,119.87,-31.94
166,ffffffff,119.18,-41.53
167,ffffffff,119.36,-41.35
168,ffffffff,121.42,-6.3
169,ffffffff,55.78,-43.96
170,ffffffff,37.87,-82.73
171,ffffffff,50.35,-72.18
172,ffffffff,108.92,-79.09
173,ffffffff,85.79,-85.86
174,ffffffff,116.05,-67.08
175,ffffffff,120.76,-23.37
176,ffffffff,54.44,-57.61
177,ffffffff,121.98,3.29
178,ffffffff,120.09,-38.19
179,ffffffff,121.41,-12.33
180,ffffffff,51.69,-70.94
181,ffffffff,121.77,-4.1
182,ffffffff,0,
183,ffffffff,54.35,-60.57
184,ffffffff,121.52,-15.82
185,ffffffff,48.46,-78.52
186,ffffffff,55.08,-56.83
187,ffffffff,55.57,-51.63
188,ffffffff,111.31,-80.68
189,ffffffff,121.72,-14.99
190,ffffffff,115.84,-74.78
191,ffffffff,54.92,-59.63
192,ffffffff,122.55,12.12
193,ffffffff,121.78,-14.57
194,ffffffff,116.69,-73.39
195,ffffffff,49.86,-78.6
196,ffffffff,122.05,-7.64
197,ffffffff,106.02,-84.66
198,ffffffff,52.64,-74.4
199,ffffffff,55.69,-54.61
200,ffffffff,122.5,6.46
201,ffffffff,119,-67.46
202,ffffffff,54.93,-63.39
203,ffffffff,117.05,-75.68
204,ffffffff,122.19,-7.56
205,ffffffff,121.95,-18
206,ffffffff,115.55,-79.21
207,ffffffff,122.33,-3.29
208,ffffffff,122.69,11.98
209,ffffffff,54.32,-69.54
210,ffffffff,108.14,-85.24
211,ffffffff,121.19,-47.38
212,ffffffff,122.68,9.8
213,ffffffff,121.22,-50.88
214,ffffffff,121.57,-43.28
215,ffffffff,121.74,-38.59
216,ffffffff,121.13,-56.12
217,ffffffff,121.82,-41.94
218,ffffffff,117.34,-80.89
219,ffffffff,122.6,-5.05
220,ffffffff,114.55,-84.54
221,ffffffff,121.55,-55.56
222,ffffffff,121.49,-57.57
223,ffffffff,122.51,-11.9
224,ffffffff,121.73,-55.28
225,ffffffff,122.09,-45.92
226,ffffffff,122.6,-21.79
227,ffffffff,120.84,-76.42
228,ffffffff,113.36,-86.97
229,ffffffff,55.79,-70.42
230,ffffffff,122.51,-35.16
231,ffffffff,122.51,-35.16
232,ffffffff,116.39,-86.21
233,ffffffff,122.85,1.38
234,ffffffff,122.72,-17.87
235,ffffffff,121.81,-73.51
236,ffffffff,56.82,-42.2
237,ffffffff,122.91,-1.07
238,ffffffff,122.85,-11.36
239,ffffffff,56.18,-73.73
240,ffffffff,123.03,20.84
241,ffffffff,122.95,-11.3
242,ffffffff,56.77,-66.14
243,ffffffff,122.87,-59.49
244,ffffffff,123.13,-1.75
245,ffffffff,57.34,-73.42
246,ffffffff,123.24,-24.32
247,ffffffff,128.1,-86.87
248,ffffffff,123.83,-64.01
249,ffffffff,123.38,-25.45
250,ffffffff,123.29,-10.18
251,ffffffff,132.59,-87.62
252,ffffffff,57.19,-47.62
253,ffffffff,123.39,-3.9
254,ffffffff,123.96,-43.68
255,ffffffff,125.17,-71.6
256,ffffffff,123.55,-14.19
257,ffffffff,57.49,-54.25
258,ffffffff,123.97,-39.24
259,ffffffff,124.03,-38.31
260,ffffffff,123.57,-4.87
261,ffffffff,123.43,5.91
262,ffffffff,124.17,-35.65
263,ffffffff,126.06,-70.19
264,ffffffff,123.58,-2.15
265,ffffffff,123.6,-3.68
266,ffffffff,123.59,-2.5
267,ffffffff,127.04,-74.1
268,ffffffff,113.77,-88.81
269,ffffffff,124.07,-24.36
270,ffffffff,57.53,-47.6
271,ffffffff,124.65,-39.43
272,ffffffff,124.07,-17.02
273,ffffffff,123.64,3.49
274,ffffffff,124.62,-33.86
275,ffffffff,124.54,-28.9
276,ffffffff,125.34,-49.15
277,ffffffff,125.07,-41.44
278,ffffffff,123.68,8.12
279,ffffffff,129.49,-74.16
280,ffffffff,91.95,-87.27
281,ffffffff,58.6,-56.41
282,ffffffff,124.54,-18.13
283,ffffffff,124.54,-18.13
284,ffffffff,126.69,-56.33
285,ffffffff,123.24,23.4
286,ffffffff,123.13,26.16
287,ffffffff,124.68,-11.8
288,ffffffff,66.36,-78.03
289,ffffffff,124.97,-15.45
290,ffffffff,125.24,-21.47
291,ffffffff,125.75,-31
292,ffffffff,124.4,-1.76
293,ffffffff,84.85,-84.97
294,ffffffff,127.89,-54.87
295,ffffffff,59.96,-60.07
296,ffffffff,130.52,-67.54
297,ffffffff,124.47,-1.25
298,ffffffff,124.88,-10.32
299,ffffffff,62.98,-70.6
300,ffffffff,103.81,-86.46
301,ffffffff,129.39,-61.35
302,ffffffff,125.08,-11.81
303,ffffffff,126.31,-33.13
304,ffffffff,58.95,-51.63
305,ffffffff,125.67,-22.81
306,ffffffff,123.27,24.29
307,ffffffff,129.09,-57.05
308,ffffffff,127.84,-47.8
309,ffffffff,124.64,-0.06
310,ffffffff,127.34,-41.28
311,ffffffff,127.35,-41.28
312,ffffffff,123.74,17.17
313,ffffffff,129.66,-57.77
314,ffffffff,129.68,-57.77
315,ffffffff,134.63,-72.53
316,ffffffff,125.06,-5.87
317,ffffffff,134.92,-72.37
318,ffffffff,125.3,-9.3
319,ffffffff,128.64,-49.75
320,ffffffff,170.31,-85.44
321,ffffffff,125.32,-7.85
322,ffffffff,64.49,-70.2
323,ffffffff,76.68,-80.89
324,ffffffff,126.08,-18.83
325,ffffffff,172.43,-85.26
326,ffffffff,125.19,-4.53
327,ffffffff,127.02,-30.73
328,ffffffff,128.13,-41.96
329,ffffffff,136.22,-72.24
330,ffffffff,130.68,-56.96
331,ffffffff,69.18,-75.25
332,ffffffff,60.36,-55.25
333,ffffffff,123.91,16.84
334,ffffffff,137.15,-72.58
335,ffffffff,126.11,-15.52
336,ffffffff,124.68,5.97
337,ffffffff,127.1,-27.1
338,ffffffff,62.17,-61.71
339,ffffffff,128.85,-43
340,ffffffff,126.67,-20.65
341,ffffffff,128.29,-37.22
342,ffffffff,125.1,1.42
343,ffffffff,125.76,-7.61
344,ffffffff,129.55,-46.96
345,ffffffff,125.07,2.23
346,ffffffff,137.48,-71.25
347,ffffffff,132.54,-60.07
348,ffffffff,127.24,-24.98
349,ffffffff,127.84,-31.26
350,ffffffff,61.95,-59.26
351,ffffffff,129.18,-41.59
352,ffffffff,128.12,-32.58
353,ffffffff,134.84,-64.65
354,ffffffff,125.5,-1.06
355,ffffffff,126.82,-17.37
356,ffffffff,128.47,-32.58
357,ffffffff,124.08,17.09
358,ffffffff,107.11,-84.13
359,ffffffff,78.4,-78.37
360,ffffffff,129.37,-38.01
361,ffffffff,132.56,-54.88
362,ffffffff,132.57,-54.87
363,ffffffff,128.94,-34.08
364,ffffffff,130.84,-46.39
365,ffffffff,124.89,8.97
366,ffffffff,139.8,-70.04
367,ffffffff,133.14,-55.41
368,ffffffff,136.01,-63.25
369,ffffffff,127.24,-14.58
370,ffffffff,69.9,-71
371,ffffffff,128.91,-29.47
372,ffffffff,127.7,-17.73
373,ffffffff,137.75,-64.64
374,ffffffff,129.36,-30.8
375,ffffffff,124.54,14.79
376,ffffffff,127.61,-15.21
377,ffffffff,60.34,-48.1
378,ffffffff,135.63,-58.61
379,ffffffff,128.93,-25.17
380,ffffffff,61.1,-50.53
381,ffffffff,124.79,13.48
382,ffffffff,126.71,-4.43
383,ffffffff,130.56,-35.19
384,ffffffff,126.1,1.97
385,ffffffff,138.45,-62.52
386,ffffffff,124.57,15.96
387,ffffffff,140.45,-65.12
388,ffffffff,147.57,-72.71
389,ffffffff,130.75,-33.68
390,ffffffff,128.58,-17
391,ffffffff,127.14,-4.47
392,ffffffff,138.75,-60.18
393,ffffffff,139.87,-62.29
394,ffffffff,166.13,-79.24
395,ffffffff,129.94,-24.72
396,ffffffff,130.47,-28.16
397,ffffffff,132.99,-41.78
398,ffffffff,125.75,8.3
399,ffffffff,126.15,5.47
400,ffffffff,116.6,-82.02
401,ffffffff,146.42,-69.38
402,ffffffff,146.59,-69.54
403,ffffffff,127.19,-2.35
404,ffffffff,145.55,-68.33
405,ffffffff,158.54,-76.18
406,ffffffff,142.56,-64.44
407,ffffffff,132.98,-38.69
408,ffffffff,80.34,-74.1
409,ffffffff,129.61,-18.96
410,ffffffff,131,-27.75
411,ffffffff,75.89,-71.36
412,ffffffff,157.07,-75.16
413,ffffffff,134.19,-42.94
414,ffffffff,134.31,-42.85
415,ffffffff,131.25,-27.92
416,ffffffff,141.83,-61.98
417,ffffffff,129.56,-17
418,ffffffff,130.2,-21.26
419,ffffffff,139.88,-58.16
420,ffffffff,63.02,-52.37
421,ffffffff,155.16,-73.67
422,ffffffff,130.39,-22.01
423,ffffffff,109.82,-80.59
424,ff0000ff,123.28,26.46
425,ffffffff,152.44,-71.66
426,ffffffff,138.54,-53.79
427,ffffffff,126.3,7.65
428,ffffffff,126.92,3.53
429,ffffffff,79.48,-72.17
430,ffffffff,129.75,-15.35
431,ffffffff,105.23,-79.59
432,ffffffff,135.56,-43.57
433,ffffffff,177.35,-79.72
434,ffffffff,140.07,-55.43
435,ffffffff,75.48,-68.99
436,ffffffff,150.9,-81.25
437,ffffffff,137.01,-46.43
438,ffffffff,132.33,-27.33
439,ffffffff,128.44,-4.09
440,ffffffff,73.73,-66.75
441,ffffffff,125.04,-80.63
442,ffffffff,128.35,-3.19
443,ffffffff,77.89,-69.89
444,ffffffff,153.38,-69.39
445,ffffffff,96.52,-76.89
446,ffffffff,132.32,-24.85
447,ffffffff,73.6,-66.06
448,ffffffff,151.37,-67.53
449,ffffffff,126.09,11.71
450,ffffffff,137.11,-43.21
451,ffffffff,166.32,-74.78
452,ffffffff,131.88,-21.02
453,ffffffff,117.7,-79.43
454,ffffffff,130.54,-13.48
455,ffffffff,138.71,-46.85
456,ffffffff,126.4,10.49
457,ffffffff,137.79,-44.15
458,ffffffff,132,-20.66
459,ffffffff,166.61,-74.36
460,ffffffff,67.99,-58.05
461,ffffffff,129.11,-4.33
462,ffffffff,128.63,-79.8
463,ffffffff,140.16,-49.2
464,ffffffff,130.81,-13.53
465,ffffffff,131.53,-16.68
466,ffffffff,156.7,-69.19
467,ffffffff,59.74,-38.41
468,ffffffff,68.26,-57.86
469,ffffffff,131.89,-17.65
470,ffffffff,130.16,-8.32
471,ffffffff,100.82,-76.31
472,ffffffff,69.16,-58.79
473,ffffffff,172.96,-77.72
474,ffffffff,155.61,-79.16
475,ffffffff,139.37,-44.92
476,ffffffff,132.35,-18.67
477,ffffffff,132.92,-21.34
478,ffffffff,127.68,5.64
479,ffffffff,72.3,-62.27
480,ffffffff,127.21,8.18
481,ffffffff,129.02,-1.23
482,ffffffff,129.52,-3.59
483,ffffffff,132.7,-19.3
484,ffffffff,136.8,-35.78
485,ffffffff,135.69,-31.58
486,ffffffff,70.4,-59.66
487,ffffffff,70.4,-59.66
488,ffffffff,129.06,-0.84
489,ffffffff,145.12,-55.22
490,ffffffff,134.46,-26.49
491,ffffffff,129.27,-1.68
492,ffffffff,162.14,-70.26
493,ffffffff,138.88,-41.01
494,ffffffff,97.56,-74.8
495,ffffffff,132.4,-16.59
496,ffffffff,131.32,-11.33
497,ffffffff,118.73,-77.84
498,ffffffff,101.73,-75.56
499,ffffffff,130,-4.61
500,ffffffff,152.75,-63.55
501,ffffffff,76.49,-65.15
502,ffffffff,130.16,-5.03
503,ffffffff,135.65,-29.38
504,ffffffff,132.43,-15.75
505,ffffffff,67.83,-55.27
506,ffffffff,73.1,-61.77
507,ffffffff,154.47,-64.37
508,ffffffff,139.67,-41.04
509,ffffffff,173.19,-73.43
510,ffffffff,144.61,-51.43
511,ffffffff,129.08,1.66
512,ffffffff,58.77,-34
513,ffffffff,156.61,-64.97
514,ffffffff,153.72,-77.66
515,ffffffff,141.2,-43.49
516,ffffffff,60.01,-37.69
517,ffffffff,142.9,-77.87
518,ffffffff,133,-15.54
519,ffffffff,77.08,-64.14
520,ffffffff,74.32,-61.74
521,ffffffff,135.2,-23.55
522,ffffffff,141.89,-43.82
523,ffffffff,136.65,-28.66
524,ffffffff,91.48,-71.43
525,ffffffff,58.3,-32.25
526,ffffffff,132.86,-13.86
527,ffffffff,149.17,-56.25
528,ffffffff,103.41,-74.45
529,ffffffff,132.18,-9.87
530,ffffffff,140.39,-38.6
531,ffffffff,165.48,-68.61
532,ffffffff,126.3,-76.77
533,ffffffff,131.57,-6.7
534,ffffffff,145.58,-49.2
535,ffffffff,100.7,-73.37
536,ffffffff,132.64,-10.93
537,ffffffff,82.23,-66.33
538,ffffffff,132.58,-10.24
539,ffffffff,165.88,-68.05
540,ffffffff,131.72,-6.21
541,ffffffff,79.3,-64.28
542,ffffffff,129.84,1.65
543,ffffffff,135.4,-20.64
544,ffffffff,138.64,-31.4
545,ffffffff,142.55,-41.2
546,ffffffff,142.55,-41.2
547,ffffffff,179.58,-72.52
548,ffffffff,128.77,6.55
549,ffffffff,151.64,-56.18
550,ffffffff,60.04,-36.63
551,ffffffff,135.72,-20.59
552,ffffffff,136.75,-24.03
553,ffffffff,142.24,-39.68
554,ffffffff,101.65,-72.71
555,ffffffff,85.65,-67.22
556,ffffffff,136.91,-23.84
557,ffffffff,136.96,-23.85
558,ffffffff,92.83,-69.99
559,ffffffff,141.48,-36.96
560,ffffffff,153.67,-57.13
561,ffffffff,130.8,-0.14
562,ffffffff,136.03,-19.48
563,ffffffff,144.34,-42.3
564,ffffffff,140.4,-32.81
565,ffffffff,160.78,-74.52
566,ffffffff,79.12,-62.67
567,ffffffff,130.16,2.71
568,ffffffff,134.06,-12.21
569,ffffffff,142.04,-36.8
570,ffffffff,66.07,-48.35
571,ffffffff,70.52,-54.55
572,ffffffff,126.76,15.58
573,ffffffff,79.24,-62.45
574,ffffffff,85.16,-66
575,ffffffff,128.69,8.83
576,ffffffff,120.71,-74.36
577,ffffffff,143.55,-39.07
578,ffffffff,147.82,-47.26
579,ffffffff,127.95,11.68
580,ffffffff,128.38,10.31
581,ffffffff,127.06,15
582,ffffffff,154.33,-55.53
583,ffffffff,165.4,-73.19
584,ffffffff,67.8,-50.3
585,ffffffff,164.53,-73.25
586,ffffffff,130.42,3.07
587,ffffffff,167.4,-65.25
588,ffffffff,95.75,-69.6
589,ffffffff,130.57,2.59
590,ffffffff,133.19,-6.97
591,ffffffff,70.55,-53.76
592,ffffffff,127.44,13.9
593,ffffffff,61.16,-38.26
594,ffffffff,132.34,-74.42
595,ffffffff,155.35,-55.6
596,ffffffff,155.35,-55.6
597,ffffffff,125.99,18.89
598,ffffffff,130.54,3.32
599,ffffffff,139.71,-27.25
600,ffffffff,67.66,-49.64
601,ffffffff,148.19,-45.88
602,ffffffff,91.13,-67.48
603,ffffffff,136.96,-18.56
604,ffffffff,136.97,-18.56
605,ffffffff,142.61,-34.16
606,ffffffff,133.67,-74.19
607,ffffffff,158.18,-57.75
608,ffffffff,178.86,-69.6
609,ffffffff,146.03,-41.35
610,ffffffff,158.88,-58.07
611,ffffffff,162.91,-61.23
612,ffffffff,135.11,-73.78
613,ffffffff,144.78,-37.02
614,ffffffff,152.67,-50.26
615,ffffffff,143.52,-34.14
616,ffffffff,159.58,-57.4
617,ffffffff,144.57,-36.2
618,ffffffff,132.92,-2.94
619,ffffffff,137.14,-16.27
620,ffffffff,139.31,-22.55
621,ffffffff,134.48,-7.25
622,ffffffff,140.55,-25.2
623,ffffffff,144.08,-33.71
624,ffffffff,148.23,-41.79
625,ffffffff,170.71,-69.87
626,ffffffff,128.58,12.06
627,ffffffff,133.51,-3.57
628,ffffffff,139.38,-21.28
629,ffffffff,139.38,-21.28
630,ffffffff,151.69,-72.2
631,ffffffff,147.4,-39.58
632,ffffffff,95.78,-67.31
633,ffffffff,144.53,-33.57
634,ffffffff,142.27,-28.32
635,ffffffff,154.2,-49.39
636,ffffffff,95.46,-66.99
637,ffffffff,84.01,-61.97
638,ffffffff,174.54,-64.57
639,ffffffff,163.52,-58.23
640,ffffffff,131.08,4.98
641,ffffffff,133.5,-2.61
642,ffffffff,142.98,-29.4
643,ffffffff,138.04,-16.23
644,ffffffff,145.69,-35.09
645,ffffffff,135.85,-9.73
646,ffffffff,147.14,-37.81
647,ffffffff,137.1,-13.1
648,ffffffff,150.4,-43.2
649,ffffffff,154.55,-48.95
650,ffffffff,164.6,-58.52
651,ffffffff,160.89,-70.43
652,ffffffff,130.81,-71.84
653,ffffffff,137.3,-12.69
654,ffffffff,134.38,-3.91
655,ffffffff,142.55,-26.27
656,ffffffff,145.74,-33.33
657,ffffffff,146.07,-34.01
658,ffffffff,175.21,-63.45
659,ffffffff,102.3,-67.91
660,ffffffff,142.43,-25.39
661,ffffffff,134.25,-3.06
662,ffffffff,134.39,-3.42
663,ffffffff,138.78,-15.9
664,ffffffff,142.65,-25.71
665,ffffffff,147.05,-35.06
666,ffffffff,171.27,-60.99
667,ffffffff,68.43,-47.42
668,ffffffff,132.36,3.1
669,ffffffff,149.27,-38.5
670,ffffffff,137.99,-12.91
671,ffffffff,138.29,-13.77
672,ffffffff,162.2,-54.38
673,ffffffff,137.46,-11.42
674,ffffffff,84.65,-60.82
675,ffffffff,145.22,-30.41
676,ffffffff,147.8,-35.44
677,ffffffff,140.79,-19.96
678,ffffffff,68.65,-47.45
679,ffffffff,138.24,-12.89
680,ffffffff,144.79,-28.89
681,ffffffff,167.75,-57.98
682,ffffffff,137.29,-10.21
683,ffffffff,145.53,-70.41
684,ffffffff,169.55,-58.98
685,ffffffff,135.51,-4.79
686,ffffffff,102.08,-66.77
687,ffffffff,140.8,-18.28
688,ffffffff,79.9,-57.09
689,ffffffff,164.95,-54.92
690,ffffffff,135.87,-5.17
691,ffffffff,166.4,-55.9
692,ffffffff,179.78,-63.15
693,ffffffff,166.7,-67.06
694,ffffffff,137.86,-10.15
695,ffffffff,151.15,-69.21
696,ffffffff,135.62,-3.93
697,ffffffff,164.87,-67.2
698,ffffffff,99.97,-65.6
699,ffffffff,137.95,-9.83
700,ffffffff,112.85,-68.09
701,ffffffff,86.72,-60.44
702,ffffffff,157.03,-45.99
703,ffffffff,145.31,-69.2
704,ffffffff,169.53,-56.93
705,ffffffff,68.75,-46.37
706,ffffffff,105.5,-66.45
707,ffffffff,132.12,6.29
708,ffffffff,176.25,-63.35
709,ffffffff,138.18,-9.42
710,ffffffff,170.47,-65.08
711,ffffffff,147.91,-31.18
712,ffffffff,145.72,-26.79
713,ffffffff,159.99,-67.12
714,ffffffff,76.21,-53.2
715,ffffffff,65.53,-41.95
716,ffffffff,136.55,-4.72
717,ffffffff,146.86,-28.67
718,ffffffff,159.69,-47.39
719,ffffffff,165.42,-52.76
720,ffffffff,146.89,-28.37
721,ffffffff,92.88,-62.24
722,ffffffff,70.83,-48.04
723,ffffffff,150.24,-34.16
724,ffffffff,123.32,-68.2
725,ffffffff,159.26,-46.27
726,ffffffff,145.4,-24.69
727,ffffffff,130.64,-68.46
728,ffffffff,149.62,-32.45
729,ffffffff,152.63,-37.23
730,ffffffff,152.9,-67.27
731,ffffffff,154.01,-39.09
732,ffffffff,168.08,-53.68
733,ffffffff,146.48,-67.78
734,ffffffff,73,-49.73
735,ffffffff,153.14,-67.09
736,ffffffff,144.74,-22.43
737,ffffffff,166.25,-51.98
738,ffffffff,145.62,-23.82
739,ffffffff,169.94,-54.44
740,ffffffff,168.88,-63.78
741,ffffffff,156.28,-41.18
742,ffffffff,117.23,-66.74
743,ffffffff,130.71,11.58
744,ffffffff,121.73,-67
745,ffffffff,158.52,-65.57
746,ffffffff,143.84,-18.95
747,ffffffff,133.55,5.09
748,ffffffff,144.92,-21.07
749,ffffffff,138.3,-67.34
750,ffffffff,146.14,-23.44
751,ffffffff,162.6,-47.26
752,ffffffff,179.49,-58.87
753,ffffffff,163.39,-47.62
754,ffffffff,164.48,-48.67
755,ffffffff,89.08,-59.19
756,ffffffff,144.53,-19.67
757,ffffffff,147.8,-26.13
758,ffffffff,146.59,-23.71
759,ffffffff,179.86,-58.61
760,ffffffff,144.09,-18.59
761,ffffffff,147.26,-24.94
762,ffffffff,75.35,-50.76
763,ffffffff,159.13,-42.91
764,ffffffff,151.47,-32.31
765,ffffffff,151.49,-32.31
766,ffffffff,162.83,-46.83
767,ffffffff,133.61,-66.88
768,ffffffff,145.24,-20.47
769,ffffffff,145.1,-20.13
770,ffffffff,163.28,-46.66
771,ffffffff,174.49,-55.25
772,ffffffff,122.32,-66.24
773,ffffffff,153.46,-34.47
774,ffffffff,127.33,19.59
775,ffffffff,167.32,-49.96
776,ffffffff,62.81,-36.88
777,ffffffff,133.25,-66.41
778,ffffffff,87.69,-57.82
779,ffffffff,170.76,-52.21
780,ffffffff,114.46,-65.1
781,ffffffff,172.81,-60.41
782,ffffffff,151.02,-29.79
783,ffffffff,165.32,-47.6
784,ffffffff,176.46,-58.84
785,ffffffff,138.51,-4.35
786,ffffffff,132.18,-66.03
787,ffffffff,139.16,-5.79
788,ffffffff,144.84,-17.91
789,ffffffff,104.33,-62.98
790,ffffffff,172.42,-52.68
791,ffffffff,133.34,7.27
792,ffffffff,141.4,-10.56
793,ffffffff,155.53,-35.74
794,ffffffff,110.7,-64.07
795,ffffffff,175.53,-54.4
796,ffffffff,167.62,-61.45
797,ffffffff,162.07,-43.53
798,ffffffff,74.56,-49.01
799,ffffffff,141.16,-9.61
800,ffffffff,143.31,-14.07
801,ffffffff,151.29,-28.93
802,ffffffff,85.57,-56.11
803,ffffffff,152.53,-30.69
804,ffffffff,168.92,-49.38
805,ffffffff,114.1,-64.29
806,ffffffff,71.04,-45.82
807,ffffffff,98.04,-60.83
808,ffffffff,157.47,-37.42
809,ffffffff,159.22,-39.46
810,ffffffff,91.18,-58.33
811,ffffffff,168.19,-60.57
812,ffffffff,161.43,-41.79
813,ffffffff,163.25,-43.7
814,ffffffff,109.7,-63.35
815,ffffffff,132.89,9.07
816,ffffffff,168.09,-47.92
817,ffffffff,127.75,-65
818,ffffffff,159.17,-62.53
819,ffffffff,147.73,-21.26
820,ffffffff,147.96,-21.64
821,ffffffff,88.9,-57.02
822,ffffffff,99.03,-60.49
823,ffffffff,72.81,-46.84
824,ffffffff,151.42,-27.1
825,ffffffff,138.47,-2.18
826,ffffffff,152.56,-63.24
827,ffffffff,150.7,-63.39
828,ffffffff,158.18,-36.45
829,ffffffff,133.47,8.52
