HR,COLOR,GLON,GLAT
1959,ffffffff,152.56,-16.83
1960,ffffffff,83.49,-32.1
1961,ffffffff,175.38,-3.43
1962,ffffffff,139.26,-22.74
1963,ffffffff,156.46,-14.59
1964,ffffffff,75.1,-31.3
1965,ffffffff,138.4,-22.94
1966,ffffffff,121.82,-28.32
1967,ffffffff,148.76,-18.32
1968,ffffffff,133.48,-24.73
1969,ffffffff,156.39,13.88
1970,ffffffff,153.56,-15.9
1971,ffffffff,161.98,10.75
1972,ffffffff,124.88,-27.37
1973,ffffffff,120.38,-28.49
1974,ffffffff,170.11,6.03
1975,ffffffff,137.26,-23.08
1976,ffffffff,150.37,17.24
1977,ffffffff,172.95,-4.28
1978,ffffffff,158.43,-12.81
1979,ffffffff,168.49,7.29
1980,ffffffff,135.57,-23.43
1981,ffffffff,115.05,-29.36
1982,ffffffff,133.24,-24.26
1983,ffffffff,133.21,-24.27
1984,ffffffff,107.75,-30.51
1985,ffffffff,168.61,-6.55
1986,ffffffff,150.76,-16.48
1987,ffffffff,163.1,-9.71
1988,ffffffff,155.68,-13.83
1989,ffffffff,167.4,-7.14
1990,ffffffff,170.18,-5.44
1991,ffffffff,69.32,-30.22
1992,ffffffff,155.93,14.75
1993,ffffffff,166.83,-7.33
1994,ffffffff,145.13,19.98
1995,ffffffff,171.58,5.91
1996,ffffffff,122.71,-27.1
1997,ffffffff,172.77,-3.64
1998,ffffffff,140.6,-20.83
1999,ffffffff,160.25,-10.98
2000,ffffffff,139.19,-21.35
2001,ffffffff,144.7,-18.94
2002,ffffffff,175.87,-1.61
2003,ffffffff,160.87,12.26
2004,ffffffff,145.49,-18.5
2005,ffffffff,126.55,-25.79
2006,ffffffff,154.15,15.88
2007,ffffffff,150.63,-15.84
2008,ffffffff,106.79,-30.16
2009,ffffffff,118.98,-27.75
2010,ffffffff,165.51,-7.57
2011,ffffffff,173.39,5.28
2012,ffffffff,171.84,6.28
2013,ffffffff,178.56,0.51
2014,ffffffff,163.02,-8.85
2015,ffffffff,84.53,-31.37
2016,ffffffff,166.84,-6.55
2017,ffffffff,113.45,-28.79
2018,ffffffff,177.91,2.72
2019,ffffffff,158.17,-11.48
2020,ffffffff,101.63,-30.61
2021,ffffffff,140.65,-20.1
2022,ffffffff,67.47,-29.78
2023,ffffffff,97.82,-30.93
2024,ffffffff,155.98,-12.57
2025,ffffffff,171.58,6.69
2026,ffffffff,132.18,-23.29
2027,ffffffff,153.44,16.59
2028,ffffffff,176.5,3.85
2029,ffffffff,157.33,14.72
2030,ffffffff,171.43,-3.34
2031,ffffffff,147.11,-16.76
2032,ffffffff,108.64,-29.34
2033,ffffffff,166.49,-6.22
2034,ffffffff,177.99,0.77
2035,ffffffff,134.18,-22.22
2036,ffffffff,132.09,-22.93
2037,ffffffff,155.59,-12.22
2038,ffffffff,171.69,-2.94
2039,ffffffff,145.59,-17.25
2040,ffffffff,118.65,-27.06
2041,ffffffff,147.63,19.44
2042,ffffffff,95.69,-30.69
2043,ffffffff,125.32,-25.02
2044,ffffffff,99.61,-30.3
2045,ffffffff,161,13.13
2046,ffffffff,178.66,3.15
2047,ffffffff,171.54,-2.73
2048,ffffffff,163.13,-7.61
2049,ffffffff,100.36,-30.17
2050,ffffffff,164.12,-6.96
2051,ffffffff,156.6,-11.17
2052,ffffffff,171.02,-2.88
2053,ffffffff,116.54,-27.23
2054,ffffffff,163.58,11.96
2055,ffffffff,115.55,-27.4
2056,ffffffff,120.64,-26.09
2057,ffffffff,154.51,-12.14
2058,ffffffff,149.95,-14.5
2059,ffffffff,62.65,-28.83
2060,ffffffff,135.15,-21.18
2061,ffffffff,160.21,-8.96
2062,ffffffff,76.45,-30.52
2063,ffffffff,171.28,-2.49
2064,ffffffff,83.2,-30.8
2065,ffffffff,142.71,-17.85
2066,ffffffff,178.78,2.06
2067,ffffffff,165.84,-5.57
2068,ffffffff,125.47,-24.46
2069,ffffffff,110.68,-28.29
2070,ffffffff,149.33,-14.54
2071,ffffffff,149.16,-14.6
2072,ffffffff,94.52,-30.41
2073,ffffffff,86.54,-30.72
2074,ffffffff,174.68,-0.22
2075,ffffffff,161.91,-7.65
2076,ffffffff,163.63,-6.59
2077,ffffffff,158.95,14.69
2078,ffffffff,138.34,23.4
2079,ffffffff,158,15.18
2080,ffffffff,158.73,14.84
2081,ffffffff,162.95,12.7
2082,ffffffff,113.88,-27.36
2083,ffffffff,102.28,-29.44
2084,ffffffff,176.03,0.84
2085,ffffffff,140.24,-18.47
2086,ffffffff,131.75,-21.88
2087,ffffffff,116.93,-26.53
2088,ffffffff,167.46,10.41
2089,ffffffff,103.11,-29.25
2090,ffffffff,131.34,-21.94
2091,ffffffff,166.6,10.94
2092,ffffffff,122.97,-24.73
2093,ffffffff,154.36,-11.31
2094,ffffffff,99.68,-29.63
2095,ffffffff,174.34,6.73
2096,ffffffff,167.84,10.37
2097,ffffffff,152.33,-12.29
2098,ffffffff,122.32,-24.82
2099,ffffffff,164.51,-5.52
2100,ffffffff,154.86,-10.92
2101,ffffffff,164.91,12.01
2102,ffffffff,87.62,-30.42
2103,ffffffff,153.65,-11.43
2104,ffffffff,86.02,-30.42
2105,ffffffff,164.01,12.6
2106,ffffffff,118.77,-25.64
2107,ffffffff,144.5,-15.87
2108,ffffffff,144.33,-15.93
2109,ffffffff,151.75,-12.18
2110,ffffffff,179.9,3.97
2111,ffffffff,177.1,2.23
2112,ffffffff,163.22,13.19
2113,ffffffff,150.21,-12.83
2114,ffffffff,98.73,-29.37
2115,ffffffff,169.15,10.21
2116,ffffffff,172.53,-0.2
2117,ffffffff,109.23,-27.59
2118,ffffffff,141.04,-17.08
2119,ffffffff,169.6,10.05
2120,ffffffff,110.54,-27.23
2121,ffffffff,154.47,17.55
2122,ffffffff,178.68,5.07
2123,ffffffff,161.8,14.17
2124,ffffffff,161.32,-6.31
2125,ffffffff,68.87,-29.44
2126,ffffffff,150.61,19.31
2127,ffffffff,154.26,-10.13
2128,ffffffff,143.05,-15.77
2129,ffffffff,128.72,-21.74
2130,ffffffff,169.97,-1.18
2131,ffffffff,119.98,-24.51
2132,ffffffff,169.69,10.37
2133,ffffffff,162.98,-5.1
2134,ffffffff,173.01,0.72
2135,ffffffff,170.31,-0.86
2136,ffffffff,139.28,-17.25
2137,ffffffff,174.18,8.02
2138,ffffffff,101.14,-28.53
2139,ffffffff,178.1,6.02
2140,ffffffff,127.67,-21.62
2141,ffffffff,176.57,6.99
2142,ffffffff,146.4,-13.54
2143,ffffffff,173.87,8.53
2144,ffffffff,157.27,-7.78
2145,ffffffff,156.15,-8.38
2146,ffffffff,178.22,4.2
2147,ffffffff,170.92,10.24
2148,ffffffff,137.13,-17.53
2149,ffffffff,121.57,-23.36
2150,ffffffff,142.99,-14.81
2151,ffffffff,91.03,-29.34
2152,ffffffff,155.18,17.94
2153,ffffffff,171.72,10.03
2154,ffffffff,148.43,-11.87
2155,ffffffff,138.49,-16.64
2156,ffffffff,129.54,-20.34
2157,ffffffff,107.87,-26.78
2158,ffffffff,107.82,-26.76
2159,ffffffff,165.19,-2.72
2160,ffffffff,118.02,-24.16
2161,ffffffff,141.96,-14.9
2162,ffffffff,104.1,-27.43
2163,ffffffff,130.54,-19.78
2164,ffffffff,123.92,-22.22
2165,ffffffff,148.62,20.75
2166,ffffffff,131.78,-19.19
2167,ffffffff,159.69,-5.4
2168,ffffffff,134.28,-18.01
2169,ffffffff,171.46,1.28
2170,ffffffff,119.17,-23.48
2171,ffffffff,110.74,-25.76
2172,ffffffff,161.29,15.63
2173,ffffffff,172.25,1.77
2174,ffffffff,154.19,-8.28
2175,ffffffff,164.97,13.95
2176,ffffffff,164.97,13.95
2177,ffffffff,116.06,-24.26
2178,ffffffff,107.7,-26.36
2179,ffffffff,146.71,-11.9
2180,ffffffff,130.99,-19
2181,ffffffff,110.84,-25.51
2182,ffffffff,135.12,-17.24
2183,ffffffff,138.47,-15.74
2184,ffffffff,167.74,-0.37
2185,ffffffff,173.2,2.76
2186,ffffffff,130.57,-18.95
2187,ffffffff,108.43,-25.92
2188,ffffffff,162.82,15.3
2189,ffffffff,179.58,6.84
2190,ffffffff,170.92,1.6
2191,ffffffff,163.75,-2.44
2192,ffffffff,126.7,-20.4
2193,ffffffff,169.08,0.63
2194,ffffffff,84.2,-29.19
2195,ffffffff,145.59,-12.05
2196,ffffffff,88.64,-28.89
2197,ffffffff,171.78,2.19
2198,ffffffff,165.87,-1.12
2199,ffffffff,164.19,-2.06
2200,ffffffff,126.18,-20.4
2201,ffffffff,154.43,19.01
2202,ffffffff,147.42,-10.95
2203,ffffffff,112.63,-24.63
2204,ffffffff,102.72,-26.9
2205,ffffffff,145.68,-11.77
2206,ffffffff,126.79,-20.02
2207,ffffffff,167.93,0.42
2208,ffffffff,160.9,-3.5
2209,ffffffff,145.16,22.46
2210,ffffffff,149.26,-9.75
2211,ffffffff,107.33,-25.77
2212,ffffffff,96.7,-27.68
2213,ffffffff,135.12,-16.35
2214,ffffffff,167.15,0.24
2215,ffffffff,153.03,19.81
2216,ffffffff,171.15,2.52
2217,ffffffff,176.81,9.05
2218,ffffffff,148.01,-10.05
2219,ffffffff,177.28,5.92
2220,ffffffff,168.2,0.92
2221,ffffffff,80.99,-29
2222,ffffffff,163.51,-1.55
2223,ffffffff,165.49,-0.4
2224,ffffffff,147.17,-10.27
2225,ffffffff,129.14,-18.52
2226,ffffffff,123.69,-20.57
2227,ffffffff,145.6,-10.98
2228,ffffffff,167.55,13.89
2229,ffffffff,162.29,-2.04
2230,ffffffff,172.28,3.5
2231,ffffffff,156.58,-5.13
2232,ffffffff,154.98,-5.94
2233,ffffffff,150.73,-8.21
2234,ffffffff,146.76,-10.23
2235,ffffffff,166.29,0.3
2236,ffffffff,152.19,-7.36
2237,ffffffff,143,-12.07
2238,ffffffff,155.59,19.12
2239,ffffffff,167.66,13.97
2240,ffffffff,172.01,3.53
2241,ffffffff,161.96,-2.03
2242,ffffffff,132.49,-16.84
2243,ffffffff,134.19,-16.09
2244,ffffffff,138.63,-14.02
2245,ffffffff,84.69,-28.65
2246,ffffffff,152.06,-7.3
2247,ffffffff,159.84,-2.99
2248,ffffffff,157.3,-4.38
2249,ffffffff,135.87,-15.15
2250,ffffffff,163.41,-0.94
2251,ffffffff,155.53,-5.23
2252,ffffffff,123.1,-20.22
2253,ffffffff,163.63,-0.67
2254,ffffffff,129.96,-17.38
2255,ffffffff,141.21,-12.33
2256,ffffffff,117.65,-21.89
2257,ffffffff,155.35,19.54
2258,ffffffff,166.12,0.92
2259,ffffffff,158.86,-3.07
2260,ffffffff,135.52,-14.89
2261,ffffffff,74.25,-28.8
2262,ffffffff,113.4,-23.14
2263,ffffffff,114.95,-22.61
2264,ffffffff,161.14,17.33
2265,ffffffff,115.44,-22.43
2266,ffffffff,132.48,-16.05
2267,ffffffff,142.3,-11.47
2268,ffffffff,137.09,-13.9
2269,ffffffff,163.64,-0.12
2270,ffffffff,143.01,-11.05
2271,ffffffff,131.49,-16.27
2272,ffffffff,176.72,7.06
2273,ffffffff,143.64,-10.59
2274,ffffffff,91.83,-27.47
2275,ffffffff,148.03,-8.34
2276,ffffffff,161,-1.32
2277,ffffffff,166.24,1.63
2278,ffffffff,98.95,-26.2
2279,ffffffff,118.19,-21.04
2280,ffffffff,152.53,-5.63
2281,ffffffff,101.51,-25.58
2282,ffffffff,122.48,-19.43
2283,ffffffff,77.72,-28.49
2284,ffffffff,139.83,-11.94
2285,ffffffff,144.14,23.58
2286,ffffffff,170.28,4.17
2287,ffffffff,161.52,-0.56
2288,ffffffff,118.37,-20.78
2289,ffffffff,165.35,16.17
2290,ffffffff,103.2,-25.01
2291,ffffffff,158.63,19
2292,ffffffff,153.64,-4.52
2293,ffffffff,156.53,19.78
2294,ffffffff,133.94,-14.27
2295,ffffffff,146.07,-8.37
2296,ffffffff,118.97,-20.24
2297,ffffffff,176.5,7.85
2298,ffffffff,154.32,-4.03
2299,ffffffff,154.33,-4.03
2300,ffffffff,158.1,-1.97
2301,ffffffff,141.33,-10.63
2302,ffffffff,164.34,1.56
2303,ffffffff,136.53,-12.83
2304,ffffffff,170.72,5.07
2305,ffffffff,139.75,-11.22
2306,ffffffff,132.11,-14.78
2307,ffffffff,120.53,-19.45
2308,ffffffff,163.09,1.06
2309,ffffffff,138.42,-11.8
2310,ffffffff,156.37,-2.55
2311,ffffffff,126.56,-17.04
2312,ffffffff,151.4,-5.12
2313,ffffffff,149.22,-6.25
2314,ffffffff,167.36,15.89
2315,ffffffff,152.03,-4.66
2316,ffffffff,115.54,-20.96
2317,ffffffff,146.52,-7.48
2318,ffffffff,123.38,-18.07
2319,ffffffff,178.83,9.64
2320,ffffffff,94.82,-26.16
2321,ffffffff,142.87,-9.23
2322,ffffffff,99.36,-25.23
2323,ffffffff,111.84,-21.95
2324,ffffffff,148.55,-6.2
2325,ffffffff,145.79,-7.62
2326,ffffffff,98.79,-25.29
2327,ffffffff,150.62,-5.05
2328,ffffffff,143.14,-8.89
2329,ffffffff,117.09,-20.13
2330,ffffffff,167.94,4.26
2331,ffffffff,156.97,20.19
2332,ffffffff,176.85,8.92
2333,ffffffff,152.41,-4.02
2334,ffffffff,150.1,-5.25
2335,ffffffff,149.59,-5.5
2336,ffffffff,92.41,-26.42
2337,ffffffff,86.72,-27.23
2338,ffffffff,168.2,15.95
2339,ffffffff,173.63,7.41
2340,ffffffff,164.1,2.41
2341,ffffffff,98.64,-25.19
2342,ffffffff,158.86,-0.38
2343,ffffffff,167.58,4.35
2344,ffffffff,145.48,-7.39
2345,ffffffff,90.48,-26.63
2346,ffffffff,134.52,26.15
2347,ffffffff,151.42,-4.27
2348,ffffffff,103.55,-23.97
2349,ffffffff,126,-16.46
2350,ffffffff,131.75,26.61
2351,ffffffff,159.42,0.1
2352,ffffffff,79.65,-27.82
2353,ffffffff,114.12,-20.76
2354,ffffffff,86.99,-27.04
2355,ffffffff,151.96,-3.72
2356,ffffffff,143.34,-8.21
2357,ffffffff,143.34,-8.21
2358,ffffffff,143.34,-8.21
2359,ffffffff,133.8,-12.78
2360,ffffffff,86.53,-27.04
2361,ffffffff,119.36,-18.76
2362,ffffffff,157.53,-0.58
2363,ffffffff,136.29,25.92
2364,ffffffff,119.53,-18.59
2365,ffffffff,140.95,25.02
2366,ffffffff,164.43,3.31
2367,ffffffff,140.42,-9.26
2368,ffffffff,110.78,-21.47
2369,ffffffff,92.92,-25.9
2370,ffffffff,159.38,0.68
2371,ffffffff,163.45,2.93
2372,ffffffff,178.28,10.52
2373,ffffffff,137.58,-10.51
2374,ffffffff,159.8,1.04
2375,ffffffff,159.56,0.95
2376,ffffffff,159.97,19.75
2377,ffffffff,79.96,-27.55
2378,ffffffff,159.61,1.14
2379,ffffffff,138.19,-10.01
2380,ffffffff,123.83,-16.46
2381,ffffffff,141.98,-8.05
2382,ffffffff,153.57,-2.02
2383,ffffffff,178.68,11
2384,ffffffff,101.19,-23.84
2385,ffffffff,155.7,-0.75
2386,ffffffff,143.99,-6.9
2387,ffffffff,127.89,-14.53
2388,ffffffff,116.47,-19.1
2389,ffffffff,94.11,-25.36
2390,ffffffff,110.8,-21.01
2391,ffffffff,161.68,2.55
2392,ffffffff,139.15,-9.17
2393,ffffffff,114.77,-19.61
2394,ffffffff,153.87,22.04
2395,ffffffff,148.01,-4.52
2396,ffffffff,143.09,24.82
2397,ffffffff,119.54,-17.68
2398,ffffffff,173.96,9.13
2399,ffffffff,113.96,-19.72
2400,ffffffff,99.44,-24
2401,ffffffff,134.59,26.41
2402,ffffffff,158.61,20.64
2403,ffffffff,130.08,-13.18
2404,ffffffff,155.7,-0.23
2405,ffffffff,176.52,13.78
2406,ffffffff,157.79,1
2407,ffffffff,112.97,-19.88
2408,ffffffff,84.52,-26.71
2409,ffffffff,149.71,-3.19
2410,ffffffff,88.57,-26.05
2411,ffffffff,115.31,-18.94
2412,ffffffff,91.97,-25.4
2413,ffffffff,152.83,-1.37
2414,ffffffff,128.01,-13.68
2415,ffffffff,118.71,-17.54
2416,ffffffff,98.82,-23.8
2417,ffffffff,170.62,8.07
2418,ffffffff,144.11,-5.67
2419,ffffffff,175.79,14.54
2420,ffffffff,175.32,14.77
2421,ffffffff,163.23,4.45
2422,ffffffff,154.13,-0.31
2423,ffffffff,131.89,-11.61
2424,ffffffff,114.65,-18.84
2425,ffffffff,174.53,10.17
2426,ffffffff,158.29,1.9
2427,ffffffff,172.89,15.86
2428,ffffffff,136.76,-9.23
2429,ffffffff,131.31,-11.8
2430,ffffffff,151.05,-1.82
2431,ffffffff,115.3,-18.5
2432,ffffffff,153.02,-0.75
2433,ffffffff,128.18,-13.19
2434,ffffffff,171.46,16.55
2435,ffffffff,98.07,-23.73
2436,ffffffff,168.14,7.27
2437,ffffffff,136.97,-8.89
2438,ffffffff,173.76,10.1
2439,ffffffff,170.42,8.5
2440,ffffffff,146.29,-4.07
2441,ffffffff,152.69,-0.65
2442,ffffffff,149.97,-2.11
2443,ffffffff,132.13,-11.11
2444,ffffffff,113.18,-19
2445,ffffffff,109.78,-20.17
2446,ffffffff,114.31,-18.57
2447,ffffffff,118.82,-16.78
2448,ffffffff,133.31,-10.37
2449,ffffffff,159.95,3.35
2450,ffffffff,135.74,-9.04
2451,ffffffff,108.06,-20.54
2452,ffffffff,179.3,13.69
2453,ffffffff,173.53,10.42
2454,ffffffff,153.98,0.49
2455,ffffffff,126.89,-13.02
2456,ffffffff,157.06,2.2
2457,ffffffff,162.83,5.23
2458,ffffffff,158.02,2.77
2459,ffffffff,171.18,17.26
2460,ffffffff,120.46,-15.69
2461,ffffffff,148.69,-2.08
2462,ffffffff,102.88,-21.91
2463,ffffffff,162.53,20.41
2464,ffffffff,178.29,14.47
2465,ffffffff,112.96,-18.47
2466,ffffffff,163.84,6.02
2467,ffffffff,153.79,0.8
2468,ffffffff,88.79,-25.19
2469,ffffffff,139.95,-6.26
2470,ffffffff,156.31,22.48
2471,ffffffff,179.35,14.24
2472,ffffffff,0,
2473,ffffffff,170.46,9.63
2474,ffffffff,150.72,-0.47
2475,ffffffff,110.7,-18.99
2476,ffffffff,103.32,-21.4
2477,ffffffff,158.69,21.93
2478,ffffffff,159.7,4.37
2479,ffffffff,151.46,0.06
2480,ffffffff,173.92,11.43
2481,ffffffff,127.74,-11.84
2482,ffffffff,112.55,-18.13
2483,ffffffff,172.36,17.52
2484,ffffffff,159.26,4.5
2485,ffffffff,160.26,21.69
2486,ffffffff,160.26,21.69
2487,ffffffff,167.26,19.47
2488,ffffffff,111.69,-18.2
2489,ffffffff,159.01,4.54
2490,ffffffff,147.8,24.88
2491,ffffffff,132.78,-8.88
2492,ffffffff,119.47,-14.98
2493,ffffffff,122.97,-13.42
2494,ffffffff,155.27,2.82
2495,ffffffff,126.54,-11.72
2496,ffffffff,0,
2497,ffffffff,119.89,-14.68
2498,ffffffff,134.43,-7.87
2499,ffffffff,163.8,7.32
2500,ffffffff,118.71,-15.08
2501,ffffffff,119.5,-14.73
2502,ffffffff,138.58,-5.64
2503,ffffffff,154.69,2.75
2504,ffffffff,134.67,-7.52
2505,ffffffff,77.5,-26.48
2506,ffffffff,149.62,0.3
2507,ffffffff,111.16,-17.84
2508,ffffffff,139.47,-4.93
2509,ffffffff,128.64,-10.34
2510,ffffffff,112.87,-17.18
2511,ffffffff,146.42,25.38
2512,ffffffff,176.87,13.89
2513,ffffffff,98.43,-22
2514,ffffffff,146.25,-1.29
2515,ffffffff,98.19,-21.99
2516,ffffffff,174.39,17.57
2517,ffffffff,148.23,-0.07
2518,ffffffff,112.63,-17.02
2519,ffffffff,161.74,6.96
2520,ffffffff,156.54,23.32
2521,ffffffff,145.29,-1.52
2522,ffffffff,133.79,-7.38
2523,ffffffff,99.33,-21.52
2524,ffffffff,95.78,-22.5
2525,ffffffff,159.16,5.85
2526,ffffffff,94.87,-22.65
2527,ffffffff,137.55,26.86
2528,ffffffff,125.55,-11.07
2529,ffffffff,166.62,9.76
2530,ffffffff,146.66,-0.38
2531,ffffffff,75.98,-26.43
2532,ffffffff,171.53,19.04
2533,ffffffff,168.26,10.64
2534,ffffffff,139.98,-3.82
2535,ffffffff,131.88,-7.93
2536,ffffffff,78.93,-25.98
2537,ffffffff,122.49,-12.36
2538,ffffffff,117.64,-14.49
2539,ffffffff,177.4,16.91
2540,ffffffff,177.9,15.02
2541,ffffffff,177.83,16.79
2542,ffffffff,179.62,15.77
2543,ffffffff,149.75,1.44
2544,ffffffff,123.89,-11.61
2545,ffffffff,118.36,-14.07
2546,ffffffff,105.04,-19.21
2547,ffffffff,177.82,16.95
2548,ffffffff,103.88,-19.6
2549,ffffffff,115.79,-15.02
2550,ffffffff,88.08,-24.1
2551,ffffffff,154.38,4.12
2552,ffffffff,142.23,-2.21
2553,ffffffff,99.84,-20.86
2554,ffffffff,96.76,-21.76
2555,ffffffff,156.67,5.42
2556,ffffffff,170.67,19.72
2557,ffffffff,172.59,19.08
2558,ffffffff,113.94,-15.58
2559,ffffffff,67.4,-27.21
2560,ffffffff,157.77,23.6
2561,ffffffff,158.68,23.38
2562,ffffffff,89.82,-23.49
2563,ffffffff,102.1,-19.89
2564,ffffffff,158.49,6.67
2565,ffffffff,129.8,-8.15
2566,ffffffff,129.89,-8.1
2567,ffffffff,122.57,-11.61
2568,ffffffff,170.3,20.07
2569,ffffffff,169.58,12.06
2570,ffffffff,141.55,-2.07
2571,ffffffff,128.7,-8.62
2572,ffffffff,145.73,0.15
2573,ffffffff,169.89,20.28
2574,ffffffff,136.02,-4.85
2575,ffffffff,107.78,-17.73
2576,ffffffff,121.05,-12.16
2577,ffffffff,145.13,-0.08
2578,ffffffff,124.71,-10.4
2579,ffffffff,106.33,-18.23
2580,ffffffff,125.02,-10.21
2581,ffffffff,144.42,26.31
2582,ffffffff,144.17,-0.49
2583,ffffffff,125.24,-10.08
2584,ffffffff,154.02,4.7
2585,ffffffff,171.55,19.87
2586,ffffffff,177.28,15.72
2587,ffffffff,96.14,-21.48
2588,ffffffff,128.38,-8.39
2589,ffffffff,155.39,5.62
2590,ffffffff,128.56,-8.15
2591,ffffffff,107.79,-17.38
2592,ffffffff,90.69,-22.93
2593,ffffffff,134.01,-5.34
2594,ffffffff,99.62,-20.24
2595,ffffffff,125.99,-9.33
2596,ffffffff,131.3,-6.68
2597,ffffffff,157.04,6.71
2598,ffffffff,117.79,-13.03
2599,ffffffff,139.15,-2.49
2600,ffffffff,178.64,17.72
2601,ffffffff,169.91,13.07
2602,ffffffff,78.26,-25.53
2603,ffffffff,126.52,-8.71
2604,ffffffff,114.37,-14.29
2605,ffffffff,169.69,13.14
2606,ffffffff,153.05,5.06
2607,ffffffff,124.27,-9.7
2608,ffffffff,101.4,-19.29
2609,ffffffff,126.22,27.72
2610,ffffffff,149.42,3.31
2611,ffffffff,121.58,-10.91
2612,ffffffff,114.17,-14.26
2613,ffffffff,152.7,5.08
2614,ffffffff,121.88,-10.67
2615,ffffffff,160.52,9.16
2616,ffffffff,123.45,-9.82
2617,ffffffff,144.56,26.67
2618,ffffffff,120.17,-11.33
2619,ffffffff,115.39,-13.49
2620,ffffffff,175.7,16.06
2621,ffffffff,118.28,-12.16
2622,ffffffff,141.28,-0.48
2623,ffffffff,126.81,-7.94
2624,ffffffff,138.57,-1.85
2625,ffffffff,128.07,-7.21
2626,ffffffff,104.17,-17.88
2627,ffffffff,137.83,-2.15
2628,ffffffff,126.28,-8.03
2629,ffffffff,150.2,4.47
2630,ffffffff,167.82,13.06
2631,ffffffff,161.83,10.35
2632,ffffffff,159.63,9.28
2633,ffffffff,150.83,4.86
2634,ffffffff,94.19,-21.16
2635,ffffffff,160.82,9.91
2636,ffffffff,144.68,1.71
2637,ffffffff,120.42,-10.71
2638,ffffffff,93.51,-21.37
2639,ffffffff,140.78,-0.28
2640,ffffffff,123.38,-9.23
2641,ffffffff,115.79,-12.77
2642,ffffffff,156.56,25
2643,ffffffff,172.57,15.32
2644,ffffffff,164.07,23.36
2645,ffffffff,169.25,21.93
2646,ffffffff,120.83,-10.27
2647,ffffffff,153.9,6.77
2648,ffffffff,141.99,0.61
2649,ffffffff,155.5,7.65
2650,ffffffff,164.25,11.9
2651,ffffffff,156.96,8.42
2652,ffffffff,98.46,-19.48
2653,ffffffff,124.45,-8.23
2654,ffffffff,146.92,3.55
2655,ffffffff,140.89,0.38
2656,ffffffff,136.64,-1.85
2657,ffffffff,131.75,-4.41
2658,ffffffff,106.23,-16.43
2659,ffffffff,166.06,13.01
2660,ffffffff,177.31,17.78
2661,ffffffff,90.79,-21.79
2662,ffffffff,81.39,-24.22
2663,ffffffff,153.68,7.31
2664,ffffffff,125.89,-7.07
2665,ffffffff,176.76,17.84
2666,ffffffff,107.13,-15.72
2667,ffffffff,105.91,-16.22
2668,ffffffff,105.91,-16.22
2669,ffffffff,171.11,15.66
2670,ffffffff,135.95,-1.69
2671,ffffffff,165.92,13.47
2672,ffffffff,100.09,-18.41
2673,ffffffff,176.52,17.94
2674,ffffffff,90.46,-21.6
2675,ffffffff,179.94,19.28
2676,ffffffff,149.67,5.72
2677,ffffffff,114.15,-12.42
2678,ffffffff,135.29,-1.79
2679,ffffffff,134.32,-2.32
2680,ffffffff,117.92,-10.59
2681,ffffffff,143.41,27.42
2682,ffffffff,151.89,7.03
2683,ffffffff,92.89,-20.73
2684,ffffffff,159.53,10.86
2685,ffffffff,110.73,-13.81
2686,ffffffff,123.03,-7.94
2687,ffffffff,99.24,-18.47
2688,ffffffff,121.48,-8.66
2689,ffffffff,68.89,-26.4
2690,ffffffff,123.99,-7.34
2691,ffffffff,108.28,-14.63
2692,ffffffff,164.29,13.46
2693,ffffffff,121.58,-8.27
2694,ffffffff,135.83,-0.78
2695,ffffffff,123.66,-7.13
2696,ffffffff,178.27,20.46
2697,ffffffff,172.78,17.2
2698,ffffffff,97.54,-18.75
2699,ffffffff,130.58,-3.44
2700,ffffffff,169.49,15.96
2701,ffffffff,141.15,2.23
2702,ffffffff,109.31,-13.83
2703,ffffffff,165.8,24.18
2704,ffffffff,122.5,-7.48
2705,ffffffff,128.32,-4.43
2706,ffffffff,166.79,15.11
2707,ffffffff,144.52,4.3
2708,ffffffff,120.39,-8.37
2709,ffffffff,132.74,28.08
2710,ffffffff,149.8,7.11
2711,ffffffff,169.72,16.4
2712,ffffffff,80.27,-23.86
2713,ffffffff,149.61,7.09
2714,ffffffff,144.3,4.32
2715,ffffffff,156.99,26.2
2716,ffffffff,126.2,-5.11
2717,ffffffff,159.22,12.04
2718,ffffffff,121.6,-7.3
2719,ffffffff,100.3,-17.13
2720,ffffffff,117.2,-9.49
2721,ffffffff,170.34,23.52
2722,ffffffff,167.16,15.76
2723,ffffffff,134.6,-0.37
2724,ffffffff,120.2,-7.95
2725,ffffffff,167.3,15.88
2726,ffffffff,111.91,-11.89
2727,ffffffff,108.24,-13.57
2728,ffffffff,155.37,10.56
2729,ffffffff,147.24,6.51
2730,ffffffff,124.42,-5.58
2731,ffffffff,140.99,3.27
2732,ffffffff,135.62,0.48
2733,ffffffff,124.16,-5.6
2734,ffffffff,120.19,-7.65
2735,ffffffff,78.45,-24.05
2736,ffffffff,78.44,-24.04
2737,ffffffff,165.21,24.97
2738,ffffffff,170.09,17.3
2739,ffffffff,135.27,0.35
2740,ffffffff,102.28,-16.02
2741,ffffffff,116.8,-9.28
2742,ffffffff,131.42,28.18
2743,ffffffff,117.46,-8.92
2744,ffffffff,144.19,5.24
2745,ffffffff,121.03,-7.07
2746,ffffffff,103.74,-15.3
2747,ffffffff,151.47,8.99
2748,ffffffff,104.23,-15.04
2749,ffffffff,120.59,-7.15
2750,ffffffff,120.35,-7.26
2751,ffffffff,168.11,24.51
2752,ffffffff,134.89,0.5
