COLOR,calc_x,calc_y,calc_z
ffffffff,-0.355235601,0.82247593,-16.92545754
ffffffff,3.005028348,-4.420105301,-15.02670638
ffffffff,-6.276972655,9.849079635,-8.226595728
ffffffff,-6.18856459,9.710360204,-8.110728183
ffffffff,-0.467833445,0.94285752,-15.88874236
ffffffff,-10.06093146,15.58163063,0.446812895
ffffffff,-8.365139459,13.0200445,-4.989566212
ffffffff,-2.882802466,4.647672971,-18.47532351
ffffffff,7.996468431,-12.22919933,-13.24892681
ffffffff,-8.949361489,13.82831399,-0.307643122
ffffffff,-8.32260602,12.88944005,-3.082518527
ffffffff,2.406409375,-3.591938473,-14.81407588
ffffffff,-9.064372532,13.94192261,6.330240343
ffffffff,-8.588778223,13.25086011,-3.155332435
ffffffff,4.24651878,-6.481950939,-17.51985775
ffffffff,-4.325593737,6.694032659,-13.52496963
ffffffff,-11.33372621,17.3660182,-0.633579112
ffffffff,2.231767639,-3.481679591,-13.89017739
ffffffff,-7.466434096,11.39254049,-6.155941305
ffffffff,-0.617054388,0.786958632,-18.2876963
ffffffff,-5.114618706,7.631479294,-18.84424618
ffffffff,-8.198007739,12.44237981,-7.091143213
ffffffff,-8.616206746,13.12191149,-2.818838604
ffffffff,-0.435034357,0.473262063,-15.46652301
ffffffff,5.871935091,-9.107968229,-11.87605581
ffffffff,-11.3677143,17.24659276,-1.408184072
ffffffff,-7.038227432,10.45033122,-12.03188164
ffffffff,-2.951545912,4.188737562,-15.40383136
ffffffff,-8.545481048,12.88636611,-3.909699873
ffffffff,5.508826545,-8.643796032,-14.23814003
ffffffff,-7.911523893,11.74257437,-11.56435397
ffffffff,-7.082603752,10.48854152,-9.998645027
ffffffff,-8.872127597,13.36880666,-1.367072887
ffffffff,-8.602662252,13.03176952,1.616422977
ffffffff,-7.494133801,11.03971251,-9.570317121
ffffffff,-3.410062951,4.683227839,-16.08242109
ffffffff,-22.37698008,33.70558207,-1.518857214
ffffffff,-11.92765663,17.95256645,-1.386262766
ffffffff,-9.958911727,14.99504441,-0.785934907
ffffffff,-3.107824483,4.118237366,-18.11188907
ffffffff,-0.137227015,-0.311577037,-16.38990694
ffffffff,-13.18685517,19.49888783,-10.65810212
ffffffff,6.642286019,-10.43835759,-13.54963928
ffffffff,-9.93569711,14.37575702,-14.36957078
ffffffff,-8.752775025,12.94238665,-4.782769612
ffffffff,-9.262069113,13.91944239,1.01967054
ffffffff,-8.704369849,12.60828422,-10.27980655
ffffffff,-8.300537537,12.05931248,-8.081645205
ffffffff,-5.986364764,8.442342671,-11.96874289
ffffffff,-6.761868667,9.631882242,-10.38988038
ffffffff,-8.591459436,12.89209671,2.210435161
ffffffff,-3.09415364,3.754843539,-17.14844334
ffffffff,-0.03760335,-1.104451963,-23.17552374
ffffffff,4.626750925,-7.579834805,-13.37107244
ffffffff,-7.877667847,11.44495255,-4.549328595
ffffffff,-8.921067562,12.9608403,-5.151888674
ffffffff,-5.421456932,7.276092417,-13.62102331
ffffffff,-11.83681612,18.06101885,9.34465625
ffffffff,-7.593752188,11.63547066,6.824757597
ffffffff,-8.60847309,12.44149085,-3.160680863
ffffffff,1.48774335,-3.398840129,-17.50011322
ffffffff,-8.564895982,12.24558065,-4.130191445
ffffffff,-8.979332035,12.71016703,-6.120635636
ffffffff,-9.105449251,12.6482669,-9.364328635
ffffffff,-9.538859422,13.93115283,-0.518800072
ffffffff,0.14309495,-1.587698063,-18.11179867
ffffffff,-8.257034158,10.61044737,-19.10861059
ffffffff,4.087927789,-7.069096765,-14.18388908
ffffffff,-4.571186934,5.348390686,-17.01927202
ffffffff,-9.689040432,14.11346669,-0.373542552
ffffffff,-9.392459606,13.47379563,-2.990745324
ffffffff,2.81532272,-5.520617148,-17.59743765
ffffffff,-0.234321115,-0.953266432,-15.8679163
ffffffff,-5.037448109,6.134872435,-14.52922026
ffffffff,-8.601739776,12.24812357,-3.129463201
ffffffff,-8.011130205,10.90184377,-8.829410576
ffffffff,5.155677518,-8.563551787,-12.62509794
ffffffff,-7.998714851,11.14369773,-5.768995179
ffffffff,-8.000346635,12.19327202,6.581684519
ffffffff,-5.715921326,7.03594829,-13.98575893
ffffffff,-7.254801579,9.33936336,-13.04233444
ffffffff,-8.691406002,12.58011142,-0.016012192
ffffffff,-8.535845705,11.18868634,-12.35467017
ffffffff,-8.199971815,10.74453753,-11.86581631
ffffffff,-8.436748972,12.63125899,4.693288187
ffffffff,-5.360324945,6.465721868,-13.32148089
ffffffff,-4.696881799,5.661441356,-11.66777982
ffffffff,-3.446123013,3.490921112,-15.58618087
ffffffff,-8.886810155,12.66343511,-1.59053962
ffffffff,-3.83264242,3.843360148,-17.07943041
ffffffff,-8.938277428,12.62398191,-2.532975252
ffffffff,-6.592418261,8.246365611,-12.47111879
ffffffff,-1.276363864,0.217943601,-16.23509161
ffffffff,-11.07784756,15.63423054,-2.641781649
ffffffff,4.407365348,-9.236084749,-28.42540087
ffffffff,0.551855527,-2.330878631,-14.93776381
ffffffff,-11.08142781,15.20757847,-6.416725953
ffffffff,-1.285935423,0.170895165,-15.64489702
ffffffff,-9.922097177,14.07068242,-1.364094467
ffffffff,-8.280810676,10.98102968,-8.175889048
ffffffff,-8.272819504,10.53934831,-12.0470564
ffffffff,-3.784064946,3.626253069,-16.36327451
ffffffff,-6.438327081,7.490533041,-15.18641547
ffffffff,1.736928974,-4.567694138,-18.5613424
ffffffff,5.249370517,-9.225560865,-15.30068786
ffffffff,-9.467486498,14.08379585,5.136525914
ffffffff,-6.361795855,5.901408177,-27.65611262
ffffffff,-13.36113943,18.31597981,-6.295876006
ffffffff,-10.69766673,15.46092104,1.966119443
ffffffff,-26.06715896,34.46696244,-22.11383045
ffffffff,5.644291143,-10.69177746,-22.46326745
ffffffff,-8.266058315,10.26255087,-12.28825874
ffffffff,-9.890904361,13.2841767,-6.241741246
ffffffff,-8.507459161,10.77617805,-10.42891585
ffffffff,-10.3572733,14.73690926,0.446506997
ffffffff,-13.37746519,18.57563308,-3.058415427
ffffffff,-7.171425448,8.684183164,-12.06068315
ffffffff,-10.30774959,14.68278003,0.698581986
ffffffff,-3.701784607,3.394438547,-14.79578327
ffffffff,-5.669525635,6.178536161,-14.56530458
ffffffff,-9.44141092,12.42058429,-7.268534852
ffffffff,-10.16274094,13.08285683,-10.05663683
ffffffff,3.749779958,-7.037487872,-13.40866827
ffffffff,-10.13951055,12.44113235,-14.24454264
ffffffff,-11.5337206,14.69892944,-11.93961598
ffffffff,-5.082471442,5.110936882,-15.2139607
ffffffff,-9.057778167,12.69853665,-0.288602726
ffffffff,-9.361258876,12.50435071,-4.886106583
ffffffff,-8.468669258,10.65802627,-8.699138624
ffffffff,-8.556026859,12.64670572,4.694464911
ffffffff,-0.461488703,-1.499161412,-15.25700158
ffffffff,0.684720584,-3.335698585,-16.5450985
ffffffff,-10.74811618,13.09894828,-13.24298924
ffffffff,-7.425663911,8.086672434,-15.60971284
ffffffff,-6.17897316,6.726648351,-12.98172275
ffffffff,-8.095863739,10.01899346,-8.714617618
ffffffff,-7.54278608,8.726078325,-12.10788443
ffffffff,-7.215928393,10.34763904,1.991280858
ffffffff,-5.082504699,4.295049474,-18.32224497
ffffffff,-6.437543296,6.869689461,-13.65232941
ffffffff,-5.681198036,5.484353257,-15.66629725
ffffffff,-8.860322283,11.65613706,-3.808344155
ffffffff,2.255738962,-6.164096422,-19.06287451
ffffffff,-9.083576489,11.25338025,-8.172222184
ffffffff,-9.187394736,11.88709974,-4.803341193
ffffffff,-5.860234151,5.32306192,-16.70304114
ffffffff,-8.094272518,9.868166655,-7.60836352
ffffffff,-8.687736832,12.62184922,4.045594478
ffffffff,-9.422490326,12.23093656,-4.197721629
ffffffff,6.799966288,-11.94097249,-15.31505239
ffffffff,-7.215726119,7.058763581,-16.54344414
ffffffff,-8.803507731,10.89862507,-6.583675958
ffffffff,4.923238775,-8.918431655,-12.37111422
ffffffff,-8.696736692,12.51762552,3.653697939
ffffffff,-11.96745419,16.0497247,-1.551025566
ffffffff,-11.16405394,13.04374366,-12.10692623
ffffffff,-9.287825248,12.73678758,0.542211548
ffffffff,-5.882970911,5.213972402,-15.11366201
ffffffff,-8.987497929,13.04272519,4.529920946
ffffffff,-5.207120327,4.30005615,-14.56165214
ffffffff,-4.078988482,2.591601712,-15.52540954
ffffffff,-10.38609098,12.05365194,-10.60332671
ffffffff,-12.22045302,15.31926144,-5.991223457
ffffffff,-9.33221977,12.32151735,-1.208327136
ffffffff,-6.03020197,5.288345195,-13.99341813
ffffffff,-5.478104043,4.617896355,-13.64117846
ffffffff,-2.854360003,0.704796821,-15.4711469
ffffffff,-10.4508064,12.48130683,-7.494340099
ffffffff,-9.097358084,10.6629381,-7.50294728
ffffffff,-8.517200345,9.136775751,-11.16033852
ffffffff,-8.908014043,12.37401209,2.22428661
ffffffff,-12.38850153,16.95777134,2.01106648
ffffffff,-1.064404805,-2.125567279,-16.95747584
ffffffff,-4.724581788,3.136628002,-15.07144385
ffffffff,-8.105286113,5.34648141,-26.025457
ffffffff,-22.53551231,29.70020345,-1.529990252
ffffffff,-5.152274378,3.534444026,-15.72463694
ffffffff,-3.620719434,1.42332016,-15.81516216
ffffffff,-5.570275735,4.264962639,-14.66884487
ffffffff,-8.610475346,9.240068772,-10.11499087
ffffffff,0.84816757,-4.982928259,-17.7443046
ffffffff,-10.11691494,12.22490451,-5.451476152
ffffffff,-9.201333282,10.58492311,-7.378993983
ffffffff,1.244705296,-4.951721574,-15.13650964
ffffffff,-4.813926606,2.036453195,-19.72744527
ffffffff,-9.484763901,9.756803271,-12.66230696
ffffffff,-9.311371272,9.538385567,-12.36511537
ffffffff,-9.291857062,10.59533232,-7.467915122
ffffffff,-5.761805161,4.529210515,-13.77197602
ffffffff,-12.60987638,15.26440704,-6.053244404
ffffffff,-9.31162237,11.01881707,-5.613013914
ffffffff,-6.130925284,5.16637718,-12.91070823
ffffffff,4.671138128,-9.17554128,-13.35531304
ffffffff,-4.508068742,2.0868406,-16.95509194
ffffffff,-9.102434672,10.69910736,-5.67830927
ffffffff,-0.957456256,-2.656527159,-17.03875027
00ff00ff,-1.473747208,2.245273281,1.336718767
ffffffff,-4.550575402,2.374939635,-15.48460095
ffffffff,-7.140582898,6.308572505,-13.01382612
ffffffff,-10.09886595,13.74794005,2.291245069
ffffffff,-9.764814699,12.99606151,1.002787513
ffffffff,1.639427452,-8.828359454,-27.91698535
ffffffff,-11.70072396,14.06859141,-5.023049042
ffffffff,-0.72137489,-2.649616729,-14.94741564
ffffffff,-8.593104562,8.426749866,-11.44917398
ffffffff,-3.481795317,-0.161152227,-19.21772249
ffffffff,-8.989847068,7.524680226,-17.01309045
ffffffff,1.42456614,-5.500467092,-14.79426094
ffffffff,-2.241504036,-1.247605142,-16.66714183
ffffffff,-13.9270845,12.98267268,-20.01471951
ffffffff,-9.362015214,10.27790425,-7.184894687
ffffffff,-10.87914819,13.70640095,-1.251286965
ffffffff,2.79982441,-9.593296219,-23.26053697
ffffffff,-1.606128924,-2.290384936,-16.95287876
ffffffff,-13.15291356,16.62462916,-1.181470135
ffffffff,1.169051565,-5.448498555,-15.21935588
ffffffff,-4.775291958,2.393373334,-14.20330977
ffffffff,-0.467433114,-4.089914305,-17.67579663
ffffffff,-10.39002139,11.41048035,-7.147008638
ffffffff,1.824338343,-6.198569938,-14.5536766
ffffffff,-5.824113432,3.179366856,-16.04305171
ffffffff,-8.765889912,12.02544373,3.084471108
ffffffff,-9.066211327,8.421895197,-11.62435186
ffffffff,-4.530703531,1.102791114,-17.13898605
ffffffff,-9.767229775,10.89340285,-5.622160012
ffffffff,-1.393285508,-2.653817826,-16.06260672
ffffffff,-10.67690398,12.48339049,-3.937600144
ffffffff,-8.261677698,7.255506775,-11.72935257
ffffffff,-11.05115337,14.98941979,3.448180158
ffffffff,-9.163052448,8.311463199,-12.00929681
ffffffff,-15.30804894,17.00131073,-8.6264473
ffffffff,-4.838812909,1.151875412,-17.76705887
ffffffff,3.299826519,-8.163254909,-14.11830641
ffffffff,-11.31314286,13.91585604,-1.357928803
ffffffff,-1.942917484,-2.431238734,-17.29693511
ffffffff,-9.007543277,7.515462032,-13.59057551
ffffffff,-17.79874031,20.61276478,-6.553346317
ffffffff,-9.98607515,11.27530303,-4.512989925
ffffffff,-5.2291114,2.252011156,-14.98018725
ffffffff,6.46264947,-11.07724496,-10.16832326
ffffffff,3.188455564,-7.995981485,-13.7014681
ffffffff,-12.77653607,14.24468296,-6.088385367
ffffffff,-9.986489681,11.8341631,-2.264500812
ffffffff,-0.747953125,-3.913485349,-16.35674144
ffffffff,40.07524823,-105.2773743,-185.9290944
ffffffff,-3.78289998,-0.467162721,-17.5111089
ffffffff,-2.556464668,-1.159125848,-14.65904768
ffffffff,-9.001568644,7.723456772,-11.82778534
ffffffff,-11.37626569,12.48045575,-5.706185179
ffffffff,-12.83981809,13.80762124,-7.366428848
ffffffff,-10.88178476,14.0895461,1.758097956
ffffffff,2.068249673,-6.480682696,-12.94079114
ffffffff,-11.55570454,15.21856231,2.746784323
ffffffff,-9.380723665,11.57596455,-0.319909105
ffffffff,-9.970153954,12.08616576,-0.982987913
ffffffff,-12.93025741,14.01238574,-6.677058439
ffffffff,-9.584909077,9.000828736,-9.476086299
ffffffff,-10.1769915,9.934778335,-8.742713944
ffffffff,2.886656562,-8.106673431,-14.70260841
ffffffff,2.941783684,-8.261488375,-14.98338739
ffffffff,-9.937951933,12.24610514,-0.231234078
ffffffff,-10.5394276,7.346938513,-18.49883729
ffffffff,-11.1148323,11.32634165,-7.908539199
ffffffff,-10.94642772,13.38821742,-0.507220243
ffffffff,-5.590882316,1.801496392,-16.36930397
ffffffff,-10.84851197,9.470430861,-12.52272406
ffffffff,-0.559072143,-4.212481906,-15.64046182
ffffffff,-10.19294657,11.16270084,-4.503487448
ffffffff,-15.90655032,18.09330477,-4.827016363
ffffffff,-1.928612359,-3.518307911,-18.62025121
ffffffff,-0.886295625,-4.268503305,-16.93023264
ffffffff,-10.3173608,12.2957518,-1.294249498
ffffffff,-7.935532083,4.087067587,-17.94235274
ffffffff,1.478544534,-6.153849415,-13.6658297
ffffffff,-10.27905039,12.18085261,-1.402837394
ffffffff,-9.828275464,9.607771051,-7.738164239
ffffffff,-10.22610886,11.18724888,-4.274652754
ffffffff,3.765033764,-9.239759952,-14.39309727
ffffffff,2.491044736,-8.19899366,-15.96115769
ffffffff,-6.305699931,3.011718399,-14.56552768
ffffffff,-9.170464567,7.785378217,-10.47186213
ffffffff,-8.090700327,0.966189806,-27.38491512
ffffffff,-11.93124426,8.475960245,-18.35321662
ffffffff,-11.19254554,13.78225097,0.514536634
ffffffff,7.322574014,-12.07673162,-9.526284557
ffffffff,-7.2719971,3.145367388,-16.96790975
ffffffff,-3.608725885,-1.781976313,-18.39729968
ffffffff,-8.632143627,6.940421666,-10.50729715
ffffffff,6.248744245,-10.82750628,-9.658592991
ffffffff,-2.622796713,-1.983605575,-15.30005237
ffffffff,-10.39662959,11.14902026,-4.239098922
ffffffff,1.776397589,-7.74373685,-16.39093816
ffffffff,2.538948398,-9.044714958,-17.47635149
ffffffff,-10.95070425,10.87451954,-6.726417557
ffffffff,-9.7210707,7.625033215,-11.85608003
ffffffff,-11.0204061,10.40327769,-8.283437253
ffffffff,-0.133094869,-5.15140415,-15.33875869
ffffffff,7.810298679,-12.64595125,-9.378111
ffffffff,-11.34715271,12.22809914,-4.115984468
ffffffff,-8.072141007,4.817692092,-14.06885977
ffffffff,-0.983739028,-4.126109691,-15.24362147
ffffffff,-11.21226768,12.37408585,-2.905309741
ffffffff,-10.27448667,8.502815509,-10.6464095
ffffffff,-7.560286323,1.958038785,-19.93831873
ffffffff,-2.137042482,-2.909230805,-15.35424614
ffffffff,-11.93846133,13.460802,-2.11360031
ffffffff,-9.074364748,6.218000937,-12.74402451
ffffffff,-0.834159311,-4.414663409,-15.04196008
ffffffff,-11.4870735,12.47460821,-3.274776674
ffffffff,0.883993922,-6.478539205,-14.91649719
ffffffff,-10.63644758,11.57515667,-2.839805036
ffffffff,-9.718599494,2.444750249,-24.86623076
ffffffff,-10.25714582,11.50428049,-1.6770987
ffffffff,1.356471519,-7.178922664,-15.16709749
