COLOR,calc_x,calc_y,calc_z
ffffffff,-18.06299154,-2.240260664,-3.019747803
ffffffff,-15.72940122,-2.60116503,-3.058601631
ffffffff,-20.28802983,-1.329747729,-2.557658737
ffffffff,-19.54371911,-7.148117999,-6.449705601
ffffffff,-11.17011579,-10.13910491,-7.78955247
ffffffff,-4.722483033,-12.86303712,-9.097052157
ffffffff,-17.66521857,-2.775776488,-3.288408463
ffffffff,5.393654124,-12.10297386,-7.770863585
ffffffff,-16.92861689,-2.315922091,-2.902202099
ffffffff,-11.87109076,-8.119178941,-6.415343605
ffffffff,-2.390866208,-12.97577881,-8.960042074
ffffffff,-15.15623354,-2.926861446,-3.118102481
ffffffff,-13.78074605,-5.534237422,-4.779406273
ffffffff,-18.20482696,-0.397230737,-1.625124257
ffffffff,-15.99582552,0.580949262,-0.785642526
ffffffff,-10.47940006,-10.17299316,-7.622359727
ffffffff,-16.24734914,3.515769591,1.200328221
ffffffff,-15.3934561,2.950383277,0.884525584
ffffffff,-13.19989299,-6.51806133,-5.308771797
ffffffff,-5.8220739,-13.09504057,-9.210917554
ffffffff,-13.57687052,6.496207906,3.408451559
ffffffff,-22.69430841,-21.58130649,-16.09499743
ffffffff,-14.54783098,-7.240604384,-5.850395859
ffffffff,-15.76960666,-1.019774718,-1.741825604
ffffffff,-16.33365369,-2.797831015,-2.966764315
ffffffff,-15.36008668,-6.103206658,-5.113171592
ffffffff,-18.3360856,-8.282913084,-6.778983513
ffffffff,-7.219753612,-13.43661489,-9.468594722
ffffffff,-0.698984506,-16.13864848,-10.84261555
ffffffff,-14.59523295,-5.177045012,-4.414284542
ffffffff,-7.589562343,-10.35085698,-7.398448569
ffffffff,-21.87626286,-7.116472077,-6.138271148
ffffffff,-12.68985318,-7.439139543,-5.761678971
ffffffff,-16.47865291,-6.154560491,-5.100517568
ffffffff,-20.94998895,1.549499988,-0.223661918
ffffffff,-11.2357539,10.02477114,5.995282267
ffffffff,-22.42770186,-2.825324301,-3.205087614
ffffffff,-14.85138255,3.2897529,1.304075162
ffffffff,-17.89672767,-2.674683872,-2.827207213
ffffffff,-13.0376239,-7.466717612,-5.722228559
ffffffff,-11.59990167,-11.17844305,-8.07054307
ffffffff,-15.3810329,1.253741144,-0.040401094
ffffffff,-12.71872264,-5.620234963,-4.44572017
ffffffff,-39.06051302,-17.27662258,-13.66359058
ffffffff,-12.62522227,8.471009252,4.901890128
ffffffff,-15.85177638,1.738851754,0.25886522
ffffffff,-17.42432189,-10.23914728,-7.74982785
ffffffff,-4.402090976,-14.71959043,-9.969711549
ffffffff,-13.27928516,8.140744772,4.66709202
ffffffff,-17.26580174,-2.239371909,-2.397314794
ffffffff,2.197970009,-13.76854463,-8.978685973
ffffffff,-15.98694343,-1.612619145,-1.910313119
ffffffff,-16.07445811,-7.543515438,-5.83803586
ffffffff,-11.1252771,-19.18439225,-13.26205942
ffffffff,-13.29613014,-6.287891295,-4.827205441
ffffffff,-17.13617862,-3.35577311,-3.075820809
ffffffff,-26.50138769,-22.9967328,-16.4663382
ffffffff,-15.7460681,6.622271611,3.574829469
ffffffff,0.347530743,-12.67965662,-8.328936779
ffffffff,-16.17966598,-7.489766857,-5.727743038
ffffffff,-15.48753221,4.735013778,2.362621948
ffffffff,-4.43725909,-13.67271694,-9.196549701
ffffffff,-13.4398704,-5.575222859,-4.307253335
ffffffff,-16.86596041,-6.282448797,-4.913581581
ffffffff,-13.90937197,-6.424086431,-4.871949673
ffffffff,-14.52477433,-6.834839993,-5.166272211
ffffffff,-18.5049969,-0.95361352,-1.464815627
ffffffff,-21.36056643,-5.883680249,-4.826754114
ffffffff,-6.979253234,-13.96158345,-9.453047616
ffffffff,-15.93401924,0.013905058,-0.690122027
ffffffff,-26.68352382,-7.174792112,-5.873211605
ffffffff,-16.83773161,-4.527408926,-3.706090745
ffffffff,-7.545189841,-12.87075619,-8.760117774
ffffffff,0.822040591,-13.51767959,-8.808148704
ffffffff,-16.89940067,-4.461859002,-3.657816581
ffffffff,-16.09707889,2.986323298,1.262611584
ffffffff,-9.091639153,11.56586854,7.172082994
ffffffff,-14.43994445,-8.193032424,-5.951038326
ffffffff,-17.13132071,-9.716131373,-7.055639558
ffffffff,-7.921912447,-10.81599692,-7.400955333
ffffffff,-15.37770811,-0.394622298,-0.886964976
ffffffff,-12.70800067,-6.808259958,-4.952865529
ffffffff,-13.37163049,-7.142785195,-5.196276355
ffffffff,-18.09122162,-9.822731893,-7.132523283
ffffffff,-12.25828603,-6.79767602,-4.930636922
ffffffff,-10.36410364,-5.747281359,-4.168742021
ffffffff,-16.08153314,-8.917808892,-6.468457404
ffffffff,-12.31317388,-6.828113375,-4.952714401
ffffffff,-16.2345213,-9.017471386,-6.528882208
ffffffff,-13.08777205,-6.979415446,-5.066721742
ffffffff,-29.59801211,-16.75939104,-12.09829275
ffffffff,-13.21088472,-6.742903473,-4.913898921
ffffffff,-15.78410537,-8.587913321,-6.208329287
ffffffff,-17.1329628,-0.215310494,-0.793048663
ffffffff,-50.8296301,-23.9294451,-17.43381694
ffffffff,-15.73965782,1.324462495,0.281223034
ffffffff,-17.65278477,-2.833838437,-2.484068961
ffffffff,-12.57791124,-7.078614546,-5.048699142
ffffffff,-23.01171756,-6.529014738,-5.062543202
ffffffff,-16.0104463,-4.089940497,-3.218041015
ffffffff,-8.104783052,-12.69261,-8.5168105
ffffffff,-33.00852577,-3.288870508,-3.275922524
ffffffff,-14.30881995,-8.198055254,-5.804134675
ffffffff,-1.659003451,-12.95054792,-8.449782006
ffffffff,-15.34647543,-4.458563268,-3.40561796
ffffffff,-18.50522074,0.68502395,-0.151906583
ffffffff,-8.538114472,-11.21193622,-7.521691915
ffffffff,-14.30440372,9.176214443,5.482579107
ffffffff,1.044151694,-15.72045839,-10.12236012
ffffffff,-13.55087344,-7.757517911,-5.422188393
ffffffff,-12.39574628,-8.799433668,-6.064769845
ffffffff,-15.82705552,-4.999363809,-3.707022253
ffffffff,-15.68061927,-0.325724175,-0.676550722
ffffffff,0.675131275,-22.35284197,-14.39542597
ffffffff,-13.42467556,-7.37417664,-5.136779222
ffffffff,-16.77345769,0.281068284,-0.301609447
ffffffff,-14.59873545,5.785943822,3.323563675
ffffffff,-8.878914112,-11.31962962,-7.521039531
ffffffff,-3.881186428,-13.32440338,-8.675405376
ffffffff,-19.27282759,-0.639345539,-0.912756548
ffffffff,-15.64481956,-1.473361174,-1.360983688
ffffffff,-0.558760844,-12.44870212,-8.012261839
ffffffff,-22.35879659,-11.30403874,-7.82260762
ffffffff,-12.81147282,-6.477154734,-4.47681399
ffffffff,-13.65099586,-8.050681741,-5.509599453
ffffffff,-19.85468372,-7.514342401,-5.304811993
ffffffff,-10.07419402,-13.27707167,-8.768635034
ffffffff,0.037186735,-13.31648382,-8.545782293
ffffffff,-16.815414,-10.16773837,-6.920023581
ffffffff,-16.53854375,0.759688502,0.101136
ffffffff,-16.341545,0.885026442,0.191381988
ffffffff,-14.05083395,-7.411298671,-5.042270822
ffffffff,-14.64177307,6.598712109,3.909074331
ffffffff,-12.01159973,-7.986532848,-5.350061259
ffffffff,-13.70700263,7.491931906,4.514634335
ffffffff,-10.72830775,-9.531736249,-6.302626705
ffffffff,-15.54932448,0.260555815,-0.135715949
ffffffff,-20.09324544,-3.575534053,-2.618060183
ffffffff,-5.970744138,-13.54389082,-8.725757686
ffffffff,-41.85625644,-20.82317311,-13.92785874
ffffffff,-20.38131252,-10.13954985,-6.781973972
ffffffff,-13.6661593,-7.038534547,-4.708559238
ffffffff,-15.10010196,-1.148635067,-0.966030928
ffffffff,-17.48019672,-8.416408383,-5.632797958
ffffffff,5.086051582,-15.71857445,-9.915013345
ffffffff,-15.62770086,-1.348009728,-1.085849461
ffffffff,-14.80298286,-6.714930834,-4.489529819
ffffffff,-17.18023429,-28.37911563,-18.2829953
ffffffff,-11.85804546,-8.131538703,-5.338669323
ffffffff,-8.732950367,-13.56648129,-8.738315664
ffffffff,-13.2317878,-6.870431124,-4.509859947
ffffffff,1.522089109,-13.33850633,-8.421530579
ffffffff,-16.02198521,-1.294727413,-0.963430637
ffffffff,-11.25254987,-9.692395725,-6.224637702
ffffffff,-18.06961623,-7.871897288,-5.130355546
ffffffff,3.801200443,-14.28596149,-8.988219929
ffffffff,-11.19768086,-9.941766283,-6.337674211
ffffffff,-7.320923401,-11.79824297,-7.482579254
ffffffff,-13.48284554,-8.178372153,-5.221326393
ffffffff,-10.64727508,-11.22773346,-7.126792338
ffffffff,-14.97537618,6.545693797,4.038538449
ffffffff,-13.64729403,-6.786455086,-4.341667491
ffffffff,-17.07970423,5.556124419,3.409945814
ffffffff,-8.204255795,-11.76927775,-7.427057555
ffffffff,-8.402431493,-14.33305847,-9.017114754
ffffffff,-14.88888405,2.595848573,1.596492088
ffffffff,-11.79153814,-10.89616978,-6.84146622
ffffffff,-13.54295052,7.702848921,4.834826885
ffffffff,-14.23988133,-1.761052917,-1.073822144
ffffffff,-14.89035799,-5.886492903,-3.640700984
ffffffff,-15.4526082,3.146677395,2.017352757
ffffffff,-10.33479051,-10.1311806,-6.271740873
ffffffff,-5.904396648,-12.63322464,-7.844726593
ffffffff,-10.1554278,-10.79931378,-6.680942746
ffffffff,-17.33782953,-18.45645688,-11.41769702
ffffffff,-4.110374968,-12.84080775,-7.945050671
ffffffff,-16.23178162,-3.269953227,-1.901170426
ffffffff,-13.19770667,-7.3880453,-4.474457984
ffffffff,-16.28853744,-4.948836057,-2.912977802
ffffffff,-14.87128534,-6.720893133,-4.017511085
ffffffff,-16.92917699,-3.78411939,-2.172975961
ffffffff,-17.86722107,-3.09262827,-1.726836497
ffffffff,5.043886647,-13.36236317,-8.319365369
ffffffff,-13.50090548,6.030765308,3.89299615
ffffffff,-18.25597453,-4.271816744,-2.411794818
ffffffff,-12.43661247,8.666223742,5.511163031
ffffffff,-21.76910247,3.222346325,2.278012027
ffffffff,-9.304827665,-14.48819582,-8.811313486
ffffffff,-16.31050462,-2.069172939,-1.045918588
ffffffff,-20.34443407,-16.71110654,-10.01679964
ffffffff,-17.53219339,-6.294700623,-3.614161883
ffffffff,-11.42527053,-9.865509323,-5.90055342
ffffffff,-12.80184208,-9.064209448,-5.382716938
ffffffff,-20.51459798,-1.481301684,-0.578109119
ffffffff,-14.67775697,5.091237417,3.375965468
ffffffff,-37.93420387,-26.08120529,-15.40313866
ffffffff,-8.620686769,-11.62895208,-6.994758159
ffffffff,-14.09762464,6.830241955,4.456408648
ffffffff,-14.04319859,-7.903251014,-4.572059221
ffffffff,-4.703575705,-15.58882688,-9.461703323
ffffffff,-6.784498539,-12.24964158,-7.36731836
ffffffff,-19.5469084,-5.05153464,-2.683042218
ffffffff,-20.86788558,2.418187707,1.941413678
ffffffff,-24.78426996,3.553807652,2.755348781
ffffffff,-17.97921918,-0.451962229,0.160091037
ffffffff,-16.29345265,-4.975189942,-2.652554653
ffffffff,1.8710423,-19.53874434,-11.96695729
ffffffff,-17.52503973,-4.097555216,-2.066489594
ffffffff,-5.276225399,-12.16350409,-7.285941337
ffffffff,-15.97134231,0.582851281,0.759282019
ffffffff,-15.23819225,-6.104099113,-3.333766567
ffffffff,-4.506487252,-21.89568349,-13.22575677
ffffffff,-13.22749639,-10.84587037,-6.259739428
ffffffff,5.886117552,-14.18932642,-8.790637584
ffffffff,-1.888558434,-13.75111238,-8.316997789
ffffffff,-14.90819261,-6.643791478,-3.639334828
ffffffff,-15.23233596,2.25474899,1.806161153
ffffffff,-10.50678282,-11.59549846,-6.735693312
ffffffff,-16.48523336,8.240800096,5.490790466
ffffffff,-16.65354952,1.018574723,1.122819751
ffffffff,-17.88486732,7.470401354,5.092095576
ffffffff,-16.28968472,-2.454859537,-0.961402425
ffffffff,-15.0288683,-9.718890531,-5.389969934
ffffffff,-4.367120644,-12.94673016,-7.680112095
ffffffff,-17.2916862,-4.154558618,-1.938217769
ffffffff,-21.81865663,-0.76573702,0.293419885
ffffffff,-16.93335873,-17.42512055,-9.925563086
ffffffff,-10.00536889,-11.07704706,-6.314525581
ffffffff,-18.61880696,-8.44978399,-4.428158286
ffffffff,-14.72724578,-2.151097969,-0.764383984
ffffffff,-13.19774984,-9.040071691,-4.967195561
ffffffff,-13.68499694,-25.04802615,-14.58087534
ffffffff,-12.74332316,8.077802264,5.325112712
ffffffff,-1.890461505,-18.97348867,-11.31691436
ffffffff,-8.122321033,-11.46307881,-6.557125536
ffffffff,-2.269857833,-13.40597556,-7.94531691
ffffffff,-14.18798204,4.885313992,3.500173328
ffffffff,-16.91891589,0.395761816,0.931358982
ffffffff,-22.40354275,-3.332243597,-1.080033146
ffffffff,-15.49897277,-4.700085029,-2.163878889
ffffffff,-3.007195137,-16.44958844,-9.720838384
ffffffff,-14.48784667,-4.121504657,-1.838791894
ffffffff,-14.2689278,-6.174716444,-3.070058601
ffffffff,-16.66377237,-2.633319919,-0.848721591
ffffffff,-7.05691368,-14.12926818,-8.127239107
ffffffff,-14.50375896,4.274190277,3.202917533
ffffffff,-5.715127181,-11.95515301,-6.868653504
ffffffff,-9.398601178,-15.86687475,-9.030439995
ffffffff,-14.70789841,-7.01215692,-3.505018887
ffffffff,-12.7552161,-7.379076303,-3.810958966
ffffffff,6.491630922,-12.55041977,-7.777620019
ffffffff,-9.881398978,-9.829795075,-5.400584539
ffffffff,-185.8915759,-66.88843822,-31.14897809
ffffffff,3.090855639,-12.82502518,-7.777015273
ffffffff,-18.28718074,-2.804865133,-0.804537405
ffffffff,1.990298638,-16.6911458,-10.02040831
ffffffff,-13.37953795,-10.18878669,-5.41565509
ffffffff,-15.80897454,-0.336671645,0.568766408
ffffffff,-14.62179074,-3.68902224,-1.47063313
ffffffff,-8.304985936,-11.65606558,-6.51034385
ffffffff,-4.747607459,-12.57745455,-7.235641672
ffffffff,-14.18351087,-8.411510951,-4.276930793
ffffffff,-13.23052924,-7.899502525,-4.013843284
ffffffff,-1.144195676,-14.47378948,-8.521621102
ffffffff,0.815767037,-13.49224797,-8.032123143
ffffffff,-16.53961884,-1.540157339,-0.06378264
ffffffff,-15.72804053,-5.137677904,-2.222392964
ffffffff,-16.23717771,-4.7696245,-1.955089821
ffffffff,-24.26776126,9.339827078,6.816911845
ffffffff,-10.71338595,9.531870393,6.205435791
ffffffff,-13.89491484,5.613910001,4.066029633
ffffffff,-14.67098091,5.711128842,4.171346347
ffffffff,-15.83461916,4.85624287,3.732533181
ffffffff,-6.454893231,-14.58003255,-8.25098493
ffffffff,-2.840873252,-13.05130752,-7.538525397
ffffffff,-20.69488026,-1.4362386,0.304154368
ffffffff,-19.65317161,-16.35117391,-8.539301127
ffffffff,-10.36771491,-11.61604316,-6.25274973
ffffffff,-8.153145477,-16.04989407,-8.987250271
ffffffff,-50.5303829,11.23933259,9.510042532
ffffffff,-3.244273346,-13.93041992,-8.010184287
ffffffff,-9.633456162,-10.95010593,-5.874771125
ffffffff,-22.42011964,5.341225908,4.454951487
ffffffff,-8.987106603,-13.85480696,-7.606231096
ffffffff,-14.21259372,-6.821738002,-3.153011106
ffffffff,-2.762910651,-16.1977352,-9.345880252
ffffffff,-37.72014062,3.73837643,4.472929161
ffffffff,-15.45973521,3.331217314,2.893956973
ffffffff,-13.91222708,-7.294792779,-3.422184187
ffffffff,-7.535132449,-11.91019421,-6.518151103
ffffffff,-16.82821408,-4.663713986,-1.687600096
ffffffff,-15.06576853,-7.070151709,-3.210816944
ffffffff,-16.4813987,4.44393684,3.631455613
ffffffff,0.770111272,-18.52888417,-10.88892059
ffffffff,-16.82619898,-8.334303703,-3.796371304
ffffffff,0.902764765,-12.97522343,-7.637025752
ffffffff,-15.74091169,4.510660744,3.6601215
ffffffff,-9.951880578,-18.12487691,-9.924661498
ffffffff,-12.79550977,-9.12694842,-4.468228997
ffffffff,-15.53064373,-11.1475736,-5.456515859
ffffffff,-12.98735349,-6.978356752,-3.182256427
ffffffff,-16.68225616,0.029116059,1.157761553
ffffffff,-16.49525631,-0.835613637,0.6431573
ffffffff,-15.40764262,4.64597365,3.771585869
ffffffff,-18.679574,-10.69356382,-4.901965877
ffffffff,-2.050704029,-13.35464107,-7.603837517
ffffffff,-15.05562498,2.885632951,2.761004862
ffffffff,-15.56525947,-2.040914647,-0.054798295
ffffffff,-5.02422706,-14.40332774,-7.971451917
ffffffff,-11.95000309,-9.663116115,-4.721972229
ffffffff,-15.87671138,2.913921817,2.860778989
ffffffff,-7.8782246,-21.02650731,-11.5546354
ffffffff,-13.57032594,6.481437548,4.756119242
ffffffff,-15.95870418,0.367727212,1.416230109
ffffffff,-14.28012215,4.695065271,3.79534499
ffffffff,-22.85395769,-7.726747428,-2.667664765
ffffffff,5.739234185,-14.85041689,-8.985591516
ffffffff,-12.86827858,7.247943603,5.17494698
ffffffff,-13.45572208,-6.487375263,-2.668925443
ffffffff,-15.53697642,-11.68670776,-5.490432193
ffffffff,-9.603715545,-11.97882494,-6.122236761
ffffffff,-19.15384961,-3.38768217,-0.400650376
ffffffff,-8.192240589,-14.20082237,-7.474811794
ffffffff,-16.48694047,2.999157524,3.066509774
ffffffff,-15.66475489,-4.795175959,-1.462077251
ffffffff,-23.85790956,-2.925156273,0.302068266
ffffffff,-21.28772835,-3.634954193,-0.324174254
ffffffff,-11.6744513,-10.0487045,-4.782928629
ffffffff,-15.53809489,1.583782097,2.200611376
ffffffff,-2.99374455,-15.2030548,-8.423612741
ffffffff,-15.95407055,0.529251029,1.683396638
ffffffff,-11.2722149,-14.60033506,-7.310497688
ffffffff,-16.18936862,0.970332641,1.988498522
ffffffff,-15.54264141,-10.32650626,-4.493745666
ffffffff,-18.34484612,1.970214075,2.767299223
ffffffff,-16.1172124,-6.751893785,-2.387473156
ffffffff,-16.07179648,-7.105266896,-2.588591447
ffffffff,-16.3952835,-0.509513918,1.204575611
ffffffff,-15.87810934,2.537576675,2.904767896
ffffffff,-14.1757185,-13.15906549,-6.109637389
ffffffff,-8.50665803,-13.84361162,-7.01782443
ffffffff,-13.15165781,-9.914084305,-4.354591083
ffffffff,-0.242947361,-13.51296981,-7.596762041
ffffffff,-16.11010487,7.450738736,5.746658229
ffffffff,-15.32157431,2.229714182,2.738424496
ffffffff,-15.49781934,-9.523139838,-3.823267863
ffffffff,-15.36361467,-13.59735913,-6.131848674
ffffffff,-8.588798233,-10.40423793,-5.001299813
ffffffff,-4.314104961,-13.38067622,-7.095526646
ffffffff,-4.60796283,-14.33493016,-7.592821052
ffffffff,-21.84818075,-5.77661796,-1.073645389
ffffffff,-7.390170504,-13.88719269,-7.056657828
ffffffff,-11.42791586,-8.941321551,-3.86085275
ffffffff,-3.286115872,-13.08257566,-7.00098147
ffffffff,-11.18152334,-13.07338929,-6.186644795
ffffffff,-8.891469515,-13.22193051,-6.508846017
ffffffff,-15.00668092,9.152928616,6.659605977
ffffffff,-10.88667758,-12.18464342,-5.686882646
ffffffff,-14.25444661,-5.275708391,-1.436768142
ffffffff,-12.50390031,-12.8221739,-5.822654997
ffffffff,-16.67227093,-2.503588244,0.376700779
ffffffff,-7.668013994,-13.73718045,-6.834115442
ffffffff,-5.21136353,-13.76240842,-7.10134726
ffffffff,-14.47825527,4.903435648,4.276572928
ffffffff,-17.22422827,-2.344114589,0.537172424
ffffffff,-15.5472735,-7.519193591,-2.513277182
ffffffff,-13.74348414,3.690269286,3.534824939
ffffffff,-15.39089685,4.132616835,3.958539587
ffffffff,-7.978418718,-16.31479848,-8.184820296
ffffffff,-4.184643593,-13.11222125,-6.820426207
ffffffff,-13.25670606,-8.704716554,-3.342045144
ffffffff,-11.27620807,-12.97636695,-5.91942099
ffffffff,-5.837755635,-15.33573994,-7.830338565
ffffffff,-10.65748988,-10.61294113,-4.667321071
ffffffff,-12.95931277,-11.47753377,-4.87900118
ffffffff,-15.437183,-3.354562405,-0.102016957
ffffffff,-17.10023561,-2.039079645,0.830214823
ffffffff,-10.77281397,-12.58218473,-5.687266374
ffffffff,-4.534979495,-13.60885651,-6.971543328
ffffffff,-15.25695924,4.716982441,4.368759105
ffffffff,-17.17743821,0.125919454,2.0605045
ffffffff,-15.04701151,-2.404753904,0.425634737
ffffffff,-15.88045409,-4.628730258,-0.704853689
ffffffff,-8.933704732,-11.98548439,-5.559362796
ffffffff,-17.07536157,-3.294378227,0.191223526
ffffffff,1.545059128,-15.2108237,-8.541283679
ffffffff,-13.11928992,-8.986328949,-3.394556201
ffffffff,0.411494944,-17.33271729,-9.566922347
ffffffff,-15.47736289,-2.235837148,0.598018845
ffffffff,-19.58705164,-4.930831566,-0.394877631
ffffffff,-21.46313923,-6.077502392,-0.802366897
ffffffff,-9.673077023,-13.22626837,-6.093916911
ffffffff,-15.94134453,7.627552185,6.088470535
ffffffff,-13.38671083,-8.554576201,-3.073661675
ffffffff,-6.268292783,-15.03641038,-7.468760037
ffffffff,-3.025608167,-13.4038645,-6.971259003
ffffffff,-16.01062182,-10.92989706,-4.039277031
ffffffff,-9.239658248,-12.35540127,-5.621480084
ffffffff,-14.86119431,-3.177825988,0.111402997
ffffffff,-14.62304484,-5.063683281,-0.946488985
ffffffff,-15.80195308,10.99901222,7.959132283
ffffffff,-12.79578749,-7.609670137,-2.558149605
ffffffff,-4.251189686,-13.62386992,-6.890010046
ffffffff,-2.147992759,-18.28499088,-9.657649828
ffffffff,-10.42838901,-10.38479791,-4.317548927
ffffffff,-16.58073286,-3.782269394,0.07123772
ffffffff,-16.83738435,8.567973969,6.80526365
ffffffff,-30.09569963,-4.685956971,1.340491412
ffffffff,-14.24886171,0.794140402,2.273068295
ffffffff,-14.32464096,-8.947553171,-2.993267896
ffffffff,-22.84014378,-1.085104415,2.371028674
ffffffff,-18.82194619,-3.932109423,0.308775753
ffffffff,2.706945345,-17.07169554,-9.581217791
ffffffff,-16.21858614,-4.801085194,-0.457687036
ffffffff,-18.26566668,-4.727223928,-0.131721892
ffffffff,-14.18216602,-9.150295715,-3.058096563
ffffffff,-9.36664282,-11.50922524,-4.97082417
ffffffff,-7.940880855,-11.9113517,-5.372346798
ffffffff,-20.35197856,-13.93529056,-4.785586212
ffffffff,-14.53881196,3.209868504,3.681880626
ffffffff,-17.86125062,-5.703687267,-0.667864813
ffffffff,-16.26789594,-2.205288474,1.004087821
ffffffff,-15.05667746,-6.521847086,-1.473077604
ffffffff,-13.57371786,-6.335297917,-1.558538332
ffffffff,-15.28115418,-8.564865977,-2.527463364
ffffffff,-13.74099614,-9.005563081,-2.964942231
ffffffff,-15.20335606,-3.708989999,0.081939966
ffffffff,-13.77098942,-7.263690961,-2.011040003
ffffffff,-12.8029502,-9.647714974,-3.427976526
ffffffff,-19.20485106,8.715748725,7.311333224
ffffffff,-14.858969,3.2506475,3.783915624
ffffffff,-15.81461534,-2.219784621,0.985138453
ffffffff,-18.85404401,-6.140605777,-0.702832772
ffffffff,-10.93901908,-11.94202832,-4.901862293
ffffffff,-11.18088811,-11.50157524,-4.626827404
ffffffff,-14.53297453,-12.79902289,-4.835540478
ffffffff,1.621031808,-17.44109556,-9.570017171
ffffffff,-13.21686236,-7.00978662,-1.916509934
ffffffff,-17.39250308,-6.385412706,-0.967748826
ffffffff,-14.00066652,-5.856605673,-1.162419884
ffffffff,-11.70297227,-11.35285724,-4.41464431
ffffffff,-14.54087173,-4.332058872,-0.248943232
ffffffff,-15.87371333,-7.224032698,-1.596392497
ffffffff,-7.682863962,-11.78548952,-5.181795709
ffffffff,-15.57461165,-4.574997614,-0.189828563
ffffffff,-10.09769995,-12.0510462,-4.921049116
ffffffff,-11.28101489,-9.066927585,-3.163584251
ffffffff,-9.853785988,-18.80855885,-8.531483728
ffffffff,-14.41967854,6.617071593,5.630721645
ffffffff,-15.35878371,-3.795225624,0.254055999
ffffffff,-14.92569574,-5.771321481,-0.858268798
ffffffff,-13.41510851,-13.17378871,-4.999302039
ffffffff,4.673184272,-16.56986155,-9.464708725
ffffffff,-6.086604974,-14.06531421,-6.549652958
ffffffff,-7.04171574,-15.13547827,-6.952196155
ffffffff,-16.85360878,5.757137887,5.557364643
ffffffff,-6.764352248,-14.22006312,-6.500075217
ffffffff,-11.75740705,-12.83995361,-5.008625178
ffffffff,-14.4668279,-11.18123524,-3.70997798
ffffffff,-11.7322793,-10.9061232,-3.964159117
ffffffff,-16.86307114,-4.950281948,-0.036808323
ffffffff,-12.60341033,-9.493902551,-3.081439774
ffffffff,-10.94592127,-12.37646534,-4.822101852
ffffffff,-15.40889978,-0.883075077,1.911487843
ffffffff,-15.02071026,-11.0580446,-3.487282604
ffffffff,-0.440647048,-13.79160129,-7.173936426
ffffffff,-17.12967769,-10.69134351,-2.960142553
ffffffff,-14.45363398,-4.976785292,-0.352237128
ffffffff,-15.28988256,-3.744238955,0.447953221
ffffffff,-2.177671048,-13.82736009,-6.887766814
ffffffff,-7.628066476,-14.23224784,-6.211412184
ffffffff,-13.99322546,-7.275102309,-1.554738292
ffffffff,-2.556545592,-12.55460678,-6.133109709
ffffffff,-16.7689399,-26.34225011,-11.01506479
ffffffff,2.815251868,-12.93359985,-7.18381582
ffffffff,-13.25534906,-11.18974677,-3.668213887
ffffffff,-12.4418782,8.993186895,6.700655565
ffffffff,-34.13316966,-5.846753121,2.524860919
ffffffff,-15.80648428,-5.282641164,-0.162894803
ffffffff,-8.033525668,-14.87630711,-6.41556284
ffffffff,-18.92494129,4.947217661,5.67185864
ffffffff,-3.135444322,-13.36803508,-6.405703574
ffffffff,-15.61189873,6.108808335,5.772485008
ffffffff,-13.95680039,-6.916075391,-1.231360637
ffffffff,-16.56715773,7.19329298,6.495383307
ffffffff,-33.96435448,-35.24490581,-12.44907088
ffffffff,-12.30708437,-8.279374507,-2.18238421
ffffffff,-11.80373326,-21.3208185,-8.98580017
ffffffff,-14.73593601,-0.901288457,2.035471106
ffffffff,-20.24774673,-9.735879067,-1.582855574
ffffffff,-13.37909802,-6.430299388,-1.04581529
ffffffff,-14.81290525,-5.95474973,-0.549140769
ffffffff,-12.39675306,-9.921019372,-2.980064445
ffffffff,-15.20574327,-4.262689564,0.430075394
ffffffff,-11.33999092,-10.74997055,-3.55863869
ffffffff,-16.22195953,-2.650633701,1.45829635
ffffffff,-14.34185886,-12.14127974,-3.727524087
ffffffff,-9.823773951,-10.86837216,-3.865276627
ffffffff,-7.555200633,-12.81084209,-5.252115494
ffffffff,-15.33011382,-4.660567443,0.2964653
ffffffff,-11.96441137,-10.61503536,-3.341438756
ffffffff,-15.30511346,-6.696185181,-0.744000078
ffffffff,-10.11571652,-13.6407087,-5.204960215
ffffffff,-13.13032735,-7.158886867,-1.3399696
ffffffff,-14.5490997,-8.666122194,-1.854631599
ffffffff,-14.30608859,3.208277857,4.173648765
ffffffff,-13.5218703,-7.180626834,-1.247967812
ffffffff,-7.163926592,-14.99253904,-6.365055163
ffffffff,-13.02331857,-8.613410467,-2.050080389
ffffffff,-8.185493,-12.42338578,-4.854126732
ffffffff,-15.32929745,-0.313073171,2.604308882
ffffffff,-1.344360523,-15.94282027,-7.858811778
ffffffff,-12.2960201,-9.309531672,-2.506219205
ffffffff,-2.460237938,-14.92575323,-7.127976581
ffffffff,-5.468283133,-13.64405052,-5.923887961
ffffffff,-14.4481434,-8.836499783,-1.839852738
ffffffff,-13.32812418,-9.061184804,-2.156136288
ffffffff,-1381.672841,-8935.378595,-4272.000647
ffffffff,-12.93595568,-7.283088422,-1.311848783
ffffffff,-12.60752589,-9.452241879,-2.464720134
ffffffff,-6.841147003,-13.37452907,-5.506421697
ffffffff,-15.67889954,-3.34981752,1.194253088
ffffffff,-14.68963794,6.2444607,5.869632582
ffffffff,-17.77321031,-0.978118946,2.793788107
ffffffff,-15.92979905,-8.324357871,-1.263147478
ffffffff,-16.60115489,-9.546087454,-1.759646513
ffffffff,-15.46765588,-9.078449034,-1.726950496
